SURVEY_YEAR,FAM_TYPE,TOTEXPCQ,FINCBTXM,PERSLT18
2021,4,0.0,141401.0,0
2021,9,0.0,23009.2,0
2021,8,0.0,63382.0,0
2021,5,0.0,26865.8,2
2021,8,0.0,28906.0,0
2021,3,0.0,89694.6,6
2021,9,0.0,15652.4,0
2021,1,0.0,33307.4,0
2021,7,0.0,104000.0,1
2021,8,0.0,43882.0,0
2021,5,0.0,41982.0,0
2021,8,0.0,94324.0,0
2021,8,0.0,2568.8,0
2021,9,0.0,76199.8,1
2021,3,0.0,118184.2,2
2021,3,0.0,56200.0,3
2021,5,0.0,110000.0,0
2021,1,0.0,1600.0,0
2021,1,0.0,260748.6,0
2021,8,0.0,68900.0,0
2021,4,0.0,12246.4,1
2021,9,0.0,35266.0,1
2021,1,0.0,17182.0,0
2021,9,0.0,223000.0,0
2021,8,0.0,58100.0,0
2021,1,0.0,10860.0,0
2021,5,0.0,1800.0,1
2021,8,0.0,29478.8,0
2021,1,0.0,29093.6,0
2021,1,0.0,93920.0,0
2021,8,0.0,22737.4,0
2021,8,0.0,116032.0,0
2021,8,0.0,10752.0,0
2021,3,0.0,55307.8,1
2021,3,0.0,92012.0,3
2021,4,0.0,58765.4,0
2021,8,0.0,19200.0,0
2021,8,0.0,63000.0,0
2021,9,0.0,70710.6,0
2021,9,0.0,100000.0,0
2021,1,0.0,34296.2,0
2021,4,0.0,379206.8,0
2021,4,0.0,168747.0,0
2021,9,0.0,52878.0,0
2021,8,0.0,22035.0,0
2021,3,0.0,57670.0,5
2021,8,0.0,30758.0,0
2021,7,0.0,30588.0,3
2021,8,0.0,23186.0,0
2021,9,0.0,13431.0,2
2021,3,0.0,57728.0,4
2021,9,0.0,55000.0,0
2021,9,0.0,112966.4,0
2021,1,0.0,62664.0,0
2021,4,0.0,49996.0,3
2021,9,0.0,29708.2,0
2021,1,0.0,196450.4,0
2021,1,0.0,35000.0,0
2021,8,0.0,27928.2,0
2021,8,0.0,23039.2,0
2021,1,0.0,19452.0,0
2021,3,0.0,175000.0,2
2021,8,0.0,43314.2,0
2021,8,0.0,17000.0,0
2021,3,0.0,73211.0,1
2021,8,0.0,19290.0,0
2021,1,0.0,38284.8,0
2021,4,0.0,132082.6,3
2021,8,0.0,16566.0,0
2021,1,0.0,44200.0,0
2021,8,0.0,20672.4,0
2021,8,0.0,20182.0,0
2021,8,0.0,107002.0,0
2021,8,0.0,39400.0,0
2021,1,0.0,285000.0,0
2021,1,0.0,81876.8,0
2021,9,0.0,78479.8,0
2021,8,0.0,75150.0,0
2021,3,0.0,379552.2,2
2021,8,0.0,29382.0,0
2021,8,0.0,140200.0,0
2021,8,0.0,25182.0,0
2021,8,0.0,57998.6,0
2021,9,0.0,17382.0,1
2021,4,0.0,118593.0,1
2021,9,0.0,17070.0,0
2021,4,0.0,82648.2,0
2021,8,0.0,85500.0,0
2021,1,0.0,46627.0,0
2021,3,0.0,82293.6,4
2021,5,0.0,124667.2,0
2021,4,0.0,204095.8,0
2021,8,0.0,2574.0,0
2021,9,0.0,80000.0,1
2021,1,0.0,74196.0,0
2021,1,0.0,80594.0,0
2021,1,0.0,32594.0,0
2021,1,0.0,139600.0,0
2021,3,0.0,220000.0,2
2021,3,0.0,101000.0,3
2021,2,0.0,152000.0,1
2021,1,0.0,42525.0,0
2021,4,0.0,160873.8,0
2021,2,0.0,183179.0,2
2021,3,0.0,130000.0,3
2021,9,0.0,23052.0,0
2021,1,0.0,30000.0,0
2021,9,0.0,156520.0,0
2021,2,0.0,65542.2,2
2021,1,0.0,40764.0,0
2021,1,0.0,98744.4,0
2021,1,0.0,101050.0,0
2021,3,0.0,101800.0,2
2021,1,0.0,56000.0,0
2021,1,0.0,31092.0,0
2021,8,0.0,130000.0,0
2021,1,0.0,47000.0,0
2021,4,0.0,326356.4,0
2021,1,0.0,92381.4,0
2021,3,0.0,168000.0,2
2021,1,0.0,80120.0,0
2021,9,0.0,82500.0,0
2021,8,0.0,39150.0,0
2021,9,0.0,25200.0,0
2021,3,0.0,100000.0,1
2021,3,0.0,204888.0,5
2021,9,0.0,48988.4,0
2021,8,0.0,22938.0,0
2021,9,0.0,85000.0,0
2021,1,0.0,157876.4,0
2021,9,0.0,18247.0,0
2021,8,0.0,23751.6,0
2021,8,0.0,25766.0,0
2021,9,0.0,16472.0,2
2021,1,0.0,174978.0,0
2021,1,0.0,156569.6,0
2021,8,0.0,99200.0,0
2021,1,0.0,147209.7,0
2021,4,0.0,130000.0,0
2021,5,0.0,164967.8,3
2021,1,0.0,41825.0,0
2021,6,0.0,34611.4,1
2021,8,0.0,56682.0,0
2021,2,0.0,72860.0,1
2021,9,0.0,234244.2,0
2021,1,0.0,43994.6,0
2021,9,0.0,51952.4,0
2021,5,0.0,15129.6,0
2021,1,0.0,261595.4,0
2021,8,0.0,20478.0,0
2021,5,0.0,274006.8,1
2021,1,0.0,202000.0,0
2021,8,0.0,58951.0,0
2021,9,0.0,223494.8,0
2021,8,0.0,48742.0,0
2021,3,0.0,279006.8,5
2021,1,0.0,262569.2,0
2021,3,0.0,268000.0,1
2021,1,0.0,52884.0,0
2021,8,0.0,17526.0,0
2021,8,0.0,21294.0,0
2021,1,0.0,287085.4,0
2021,9,0.0,47151.4,3
2021,8,0.0,52000.0,0
2021,3,0.0,61060.0,4
2021,9,0.0,24223.6,0
2021,8,0.0,2652.0,0
2021,1,0.0,49905.0,0
2021,3,0.0,102968.6,1
2021,8,0.0,56329.0,0
2021,8,0.0,23382.0,0
2021,9,0.0,23382.0,1
2021,9,0.0,26472.0,0
2021,8,0.0,4125.4,0
2021,9,0.0,54954.0,0
2021,9,0.0,26504.4,0
2021,1,0.0,19764.0,0
2021,1,0.0,32937.0,0
2021,8,0.0,82564.0,0
2021,9,0.0,39669.6,5
2021,8,0.0,101470.6,0
2021,9,0.0,12647.0,1
2021,4,0.0,136737.4,0
2021,4,0.0,95764.0,0
2021,4,0.0,136072.4,0
2021,9,0.0,72812.6,0
2021,1,0.0,82982.0,0
2021,8,0.0,25906.4,0
2021,8,0.0,43000.0,0
2021,3,0.0,207486.3,1
2021,8,0.0,75032.0,0
2021,9,0.0,116225.0,0
2021,8,0.0,208620.8,0
2021,3,0.0,274106.8,2
2021,8,0.0,48412.6,0
2021,5,0.0,365862.0,2
2021,3,0.0,72139.0,1
2021,1,0.0,232234.4,0
2021,8,0.0,40800.0,0
2021,1,0.0,48270.4,0
2021,1,0.0,98497.0,0
2021,7,0.0,14098.0,3
2021,1,0.0,29115.0,0
2021,3,0.0,64000.0,1
2021,9,0.0,64728.0,2
2021,1,0.0,31057.0,0
2021,1,0.0,62357.2,0
2021,8,0.0,97341.0,0
2021,8,0.0,108050.0,0
2021,8,0.0,76268.6,0
2021,9,0.0,25190.0,0
2021,1,0.0,47013.4,0
2021,5,0.0,175916.6,1
2021,1,0.0,54300.0,0
2021,8,0.0,2500.0,0
2021,3,0.0,480748.8,2
2021,8,0.0,30982.0,0
2021,8,0.0,108164.8,0
2021,1,0.0,220509.6,0
2021,9,0.0,42000.0,0
2021,8,0.0,58182.0,0
2021,8,0.0,800.0,0
2021,8,0.0,36000.0,0
2021,3,0.0,75263.8,1
2021,3,0.0,55700.0,3
2021,8,0.0,182520.1,0
2021,3,0.0,102694.6,2
2021,1,0.0,131194.6,0
2021,8,0.0,60900.0,0
2021,8,0.0,80239.2,0
2021,6,0.0,274006.8,2
2021,3,0.0,189000.0,2
2021,8,0.0,133300.0,0
2021,9,0.0,60600.0,0
2021,5,0.0,78246.0,0
2021,8,0.0,26120.8,0
2021,1,0.0,136951.2,0
2021,1,0.0,149593.4,0
2021,8,0.0,3785.2,0
2021,8,0.0,12006.0,0
2021,3,0.0,43257.6,2
2021,1,0.0,87784.0,0
2021,1,0.0,62000.0,0
2021,8,0.0,21294.0,0
2021,8,0.0,816.4,0
2021,9,0.0,100038.4,0
2021,1,0.0,134000.0,0
2021,8,0.0,76000.0,0
2021,9,0.0,92545.6,0
2021,3,0.0,95010.0,2
2021,8,0.0,2400.0,0
2021,8,0.0,11394.0,0
2021,4,0.0,368633.4,2
2021,8,0.0,43238.0,0
2021,8,0.0,60000.0,0
2021,1,0.0,269000.0,0
2021,1,0.0,143369.8,0
2021,8,0.0,24187.8,0
2021,9,0.0,88986.8,0
2021,8,0.0,150000.0,0
2021,1,0.0,103582.0,0
2021,8,0.0,32000.0,0
2021,9,0.0,65691.4,0
2021,8,0.0,78665.6,0
2021,1,0.0,125956.6,0
2021,8,0.0,59000.0,0
2021,5,0.0,204315.2,1
2021,1,0.0,20956.0,0
2021,4,0.0,103000.0,0
2021,8,0.0,14214.0,0
2021,8,0.0,33405.8,0
2021,8,0.0,102135.8,0
2021,1,0.0,104000.0,0
2021,9,0.0,52537.6,0
2021,8,0.0,20017.4,0
2021,9,0.0,60754.8,0
2021,8,0.0,18421.0,0
2021,9,0.0,39700.0,2
2021,7,0.0,24001.0,2
2021,1,0.0,180866.4,0
2021,8,0.0,13404.0,0
2021,8,0.0,119832.6,0
2021,1,0.0,93200.0,0
2021,1,0.0,111000.0,0
2021,8,0.0,14400.0,0
2021,1,0.0,140000.0,0
2021,8,0.0,52000.0,0
2021,1,0.0,125364.0,0
2021,4,0.0,56339.0,5
2021,8,0.0,30000.0,0
2021,1,0.0,31716.4,0
2021,2,0.0,74095.0,1
2021,5,0.0,124958.4,0
2021,9,0.0,69074.2,0
2021,8,0.0,44713.0,0
2021,2,0.0,166000.0,1
2021,1,0.0,119505.2,0
2021,8,0.0,50762.2,0
2021,1,0.0,55199.0,0
2021,3,0.0,100262.6,3
2021,3,0.0,49689.0,1
2021,9,0.0,28200.0,2
2021,8,0.0,20447.6,0
2021,4,0.0,28000.0,0
2021,3,0.0,312144.6,4
2021,1,0.0,31066.0,0
2021,1,0.0,96015.6,0
2021,3,0.0,56374.0,4
2021,9,3562.3333,32842.0,0
2021,2,2931.3333,15223.6,1
2021,9,3659.5833,39960.0,0
2021,6,4884.5834,78012.0,2
2021,9,5382.6,183008.4,0
2021,3,3535.3333,30400.0,2
2021,8,1579.4167,30602.0,0
2021,8,2693.3333,24813.0,0
2021,9,4037.7834,92430.2,1
2021,8,736.0,2808.0,0
2021,3,2737.8833,44375.6,1
2021,3,6374.5166,52422.2,1
2021,1,4187.25,78790.0,0
2021,5,4343.5833,35314.0,0
2021,9,1303.8333,16596.0,0
2021,5,3579.7667,68250.6,0
2021,9,3622.0834,37400.0,0
2021,8,2210.8834,59485.6,0
2021,9,5434.25,65243.0,0
2021,1,4482.6667,25213.0,0
2021,8,3360.3333,82985.0,0
2021,5,5936.4167,94287.2,0
2021,1,27265.6323,96000.0,0
2021,3,10171.049,48000.0,3
2021,2,8833.0833,161420.0,2
2021,1,1994.6667,65364.0,0
2021,7,6015.4166,149001.0,1
2021,2,6800.0,103030.0,1
2021,8,909.0,923.0,0
2021,8,2693.5167,43665.4,0
2021,1,5723.8333,58401.6,0
2021,9,2120.6667,31782.0,0
2021,3,8551.0001,107000.0,2
2021,3,2608.6667,19150.8,3
2021,8,1351.4167,3200.0,0
2021,9,3208.2666,28067.0,0
2021,9,2097.1667,39982.0,0
2021,8,3042.6667,37682.0,0
2021,8,1341.3333,28800.0,0
2021,7,2553.8833,18949.0,2
2021,1,5715.6667,61136.4,0
2021,5,8110.3833,174171.0,2
2021,9,1751.4667,40754.6,0
2021,1,4753.1539,228992.0,0
2021,8,1994.0,21600.0,0
2021,9,5024.6667,120000.0,1
2021,8,2404.1667,60000.0,0
2021,8,1173.6667,28418.4,0
2021,1,6176.6667,60182.0,0
2021,1,5893.75,106000.0,0
2021,7,4338.6667,85250.0,2
2021,7,2801.3333,8484.0,1
2021,8,4290.1667,58993.0,0
2021,8,5026.3333,40000.0,0
2021,8,1619.0,16153.2,0
2021,4,6500.8204,247520.1,0
2021,4,7531.5834,98438.2,0
2021,1,1012.6167,40541.8,0
2021,8,2920.3333,10782.0,0
2021,1,4949.8333,5474.0,0
2021,1,7051.8205,181000.0,0
2021,1,8486.1204,337899.2,0
2021,8,1311.0,3753.2,0
2021,1,41556.75,102136.0,0
2021,8,2466.6667,6297.0,0
2021,8,1254.6667,9840.0,0
2021,4,3717.2833,96309.0,1
2021,2,7928.4038,62644.0,1
2021,5,4940.3333,40001.0,1
2021,7,1025.0,13391.2,1
2021,1,3639.0,44288.0,0
2021,2,3245.75,55386.6,2
2021,8,895.0,16782.0,0
2021,8,3444.6667,62018.0,0
2021,8,5936.3333,36564.0,0
2021,8,3121.0833,50900.0,0
2021,8,4871.5,45036.0,0
2021,8,1782.0,35853.0,0
2021,8,2342.3333,9552.0,0
2021,8,611.0,400.0,0
2021,1,4252.4167,44264.3,0
2021,7,2959.75,26000.0,1
2021,1,1438.0,61953.4,0
2021,3,4559.4666,63233.0,2
2021,4,2492.8167,77782.4,0
2021,4,6735.5833,165200.0,0
2021,8,2000.0,13892.0,0
2021,8,2240.4667,67421.4,0
2021,8,1428.3333,17982.0,0
2021,3,16091.0833,270500.0,2
2021,1,3428.8166,60592.0,0
2021,1,3844.3333,61978.0,0
2021,9,3556.9666,46290.4,1
2021,2,2881.5833,30000.0,1
2021,3,2541.6667,6578.2,3
2021,1,2888.0,30464.0,0
2021,9,1284.0,55734.4,0
2021,1,3835.5834,60530.0,0
2021,2,2634.2,33600.2,2
2021,1,9771.0,164882.0,0
2021,1,3512.5,49364.0,0
2021,8,2738.4167,49000.0,0
2021,8,1190.6667,411.0,0
2021,3,10206.6667,120000.0,2
2021,5,3178.3333,47724.0,4
2021,4,10053.1538,274006.8,1
2021,9,3646.9167,95000.0,0
2021,3,10196.4871,182520.1,3
2021,1,7836.5,164000.0,0
2021,1,2823.0,28764.0,0
2021,8,2574.0,3299.8,0
2021,8,6182.6666,111025.0,0
2021,8,3149.0667,42446.8,0
2021,8,2456.1,35780.6,0
2021,7,1686.6667,12204.0,1
2021,8,1305.6667,48000.0,0
2021,1,9249.75,88114.0,0
2021,9,6781.6333,56831.0,0
2021,3,5642.5,100000.0,4
2021,8,2552.0,40822.2,0
2021,4,8223.25,66000.0,0
2021,5,6925.25,178003.0,1
2021,1,8780.75,44000.0,0
2021,1,2878.3333,43214.4,0
2021,1,8919.299,122510.0,0
2021,8,8602.0,77094.8,0
2021,8,1930.3333,25782.0,0
2021,1,3383.3333,142107.6,0
2021,6,6209.5833,97600.0,1
2021,8,2508.1667,20160.0,0
2021,1,2919.3333,32664.0,0
2021,1,9125.0,191206.8,0
2021,4,4248.5834,29000.0,1
2021,8,667.0,11934.0,0
2021,6,2449.2334,42914.2,1
2021,1,1701.5833,44000.0,0
2021,9,8951.9038,352939.6,0
2021,4,4498.75,68870.0,0
2021,9,5516.5833,158960.0,0
2021,9,9424.3037,211664.4,0
2021,1,9334.0,49889.2,0
2021,9,4933.7167,71245.4,0
2021,1,4544.0333,39689.2,0
2021,5,3116.0,46362.0,0
2021,1,4838.4667,68052.6,0
2021,4,11135.3024,148475.0,1
2021,1,1471.5,16586.8,0
2021,1,1994.0,71903.4,0
2021,8,2197.6667,2313.6,0
2021,9,2207.0,59200.0,0
2021,1,1241.6667,17404.8,0
2021,8,1794.75,18000.0,0
2021,9,10106.5834,90402.0,0
2021,1,6549.4871,193660.4,0
2021,2,3730.75,56000.0,1
2021,8,2883.4833,66587.6,0
2021,1,9227.1834,93303.6,0
2021,9,4231.25,124499.0,0
2021,8,1913.6667,12858.0,0
2021,4,5478.0371,281467.4,0
2021,3,12346.0,80000.0,3
2021,2,4994.6667,55000.0,2
2021,8,1347.9167,14000.0,0
2021,3,6090.1666,152401.4,3
2021,8,8420.3333,145006.0,0
2021,9,6344.0833,121898.4,0
2021,8,3862.8204,163314.2,0
2021,8,1375.0,16307.6,0
2021,1,1917.5834,27456.0,0
2021,8,2770.5,64382.0,0
2021,1,2763.1667,50953.2,0
2021,6,17627.8204,175001.0,4
2021,9,4042.2333,84919.8,0
2021,8,2236.5,18000.0,0
2021,9,5632.0,104139.0,0
2021,1,3007.3333,15366.0,0
2021,4,6433.3334,136100.4,1
2021,8,1487.0,17282.0,0
2021,8,4156.6667,80000.0,0
2021,8,3651.8334,84000.0,0
2021,7,2861.0001,41000.0,2
2021,4,3976.0166,104421.0,1
2021,5,3879.5,84272.4,2
2021,8,1857.1667,29794.4,0
2021,9,3799.6667,39240.0,0
2021,8,2664.3333,36700.0,0
2021,3,4455.3333,197848.0,1
2021,1,5293.3333,106299.2,0
2021,1,3577.3333,120000.0,0
2021,4,3346.6666,5900.0,2
2021,7,2977.0834,79242.0,1
2021,1,7559.75,228046.4,0
2021,4,4627.1667,36938.4,0
2021,8,4316.8334,83030.0,0
2021,8,3025.0833,98000.0,0
2021,8,6806.3333,107000.0,0
2021,3,5048.0833,271800.0,1
2021,9,5251.9166,117687.2,0
2021,8,731.3333,38400.0,0
2021,2,5236.0,95000.0,2
2021,2,1962.5,28000.0,2
2021,1,5480.3872,111795.8,0
2021,3,10503.1666,91100.0,1
2021,8,1793.8334,35000.0,0
2021,8,1216.0,12582.0,0
2021,8,2381.0,15600.0,0
2021,1,8338.1537,200159.8,0
2021,8,958.3333,2838.0,0
2021,8,2571.65,29749.6,0
2021,8,925.5833,24400.0,0
2021,8,2284.0,28457.4,0
2021,1,9111.5833,319606.8,0
2021,8,1647.6667,20076.0,0
2021,8,2227.3333,20768.0,0
2021,7,3611.0834,49000.0,1
2021,9,8628.8333,66684.0,0
2021,1,2614.6166,105614.2,0
2021,8,2290.3333,50234.0,0
2021,7,1295.25,20314.8,1
2021,9,4357.3333,34177.0,0
2021,7,6999.5,27580.0,2
2021,3,2945.5001,39000.0,1
2021,4,16007.7732,309400.0,0
2021,1,3077.3333,32964.0,0
2021,3,7378.3333,55000.0,3
2021,1,4688.0834,116611.0,0
2021,4,4252.0334,39129.8,0
2021,3,12125.8334,366006.8,1
2021,8,6324.0,44298.0,0
2021,3,3514.8,67968.0,2
2021,8,435.1667,3000.0,0
2021,8,1325.4834,27118.6,0
2021,8,2989.6667,153725.6,0
2021,1,4317.5834,125010.0,0
2021,5,4869.5834,96065.6,0
2021,8,6261.299,155120.0,0
2021,9,5980.9833,184413.2,1
2021,2,3741.0833,40000.0,2
2021,4,8321.5333,342852.8,1
2021,3,5890.5834,245000.0,2
2021,9,4123.1667,83000.0,0
2021,1,3368.4667,35526.4,0
2021,1,4216.5,8000.0,0
2021,8,3278.5834,25000.0,0
2021,3,8002.3333,100000.0,1
2021,1,8534.1667,51200.0,0
2021,5,8072.4,272692.8,1
2021,1,3529.1166,63035.4,0
2021,7,11551.9999,88951.0,2
2021,8,1201.1667,20100.0,0
2021,9,3130.0166,53804.6,0
2021,1,1648.0,23000.0,0
2021,8,2583.5,39050.0,0
2021,8,4889.5,82200.0,0
2021,8,1747.0,11556.0,0
2021,3,6323.0205,331529.8,5
2021,1,7816.4872,289706.8,0
2021,2,17828.7028,280100.6,1
2021,9,2902.9,1080.8,0
2021,8,3188.4167,25000.0,0
2021,9,2875.2,67234.8,0
2021,1,2953.5833,35060.0,0
2021,5,3577.7166,104149.2,0
2021,5,4162.3,81160.0,1
2021,5,3110.0,70764.0,1
2021,9,5107.5833,81400.0,0
2021,4,14894.8167,169448.2,0
2021,1,3165.7,63009.0,0
2021,8,3151.5,76000.0,0
2021,8,1927.0,158.4,0
2021,4,5014.3167,131021.8,0
2021,3,39333.1538,184000.0,3
2021,1,2268.3333,8212.8,0
2021,3,6040.5833,88620.0,1
2021,8,1641.5833,34104.0,0
2021,3,4631.3333,114126.8,2
2021,9,3283.8333,52500.0,0
2021,3,17828.8204,384323.5,2
2021,4,1535.2333,34620.6,0
2021,3,3812.8666,88791.8,2
2021,1,10294.9667,168613.0,0
2021,8,2062.3333,11982.0,0
2021,8,2537.5833,80001.0,0
2021,1,2290.6667,26711.4,0
2021,1,6082.5833,252450.0,0
2021,8,5262.75,155100.0,0
2021,8,2847.9167,45000.0,0
2021,8,4786.1667,52900.0,0
2021,1,6877.1538,128382.0,0
2021,8,711.6667,11533.8,0
2021,9,7158.65,189136.8,0
2021,8,1834.0,37200.0,0
2021,8,1450.1333,19107.4,0
2021,9,2105.85,27877.8,0
2021,9,3332.4667,21247.8,1
2021,1,4212.3333,105102.2,0
2021,5,2075.4166,8800.0,2
2021,1,6333.25,160982.0,0
2021,9,7187.0,140000.0,1
2021,1,9862.6666,313006.8,0
2021,1,5059.35,194215.2,0
2021,8,2342.6667,20492.0,0
2021,1,10307.0,120000.0,0
2021,4,3544.7705,150462.6,1
2021,8,2828.4166,130000.0,0
2021,3,6685.8333,180700.0,2
2021,8,1637.3333,34182.0,0
2021,3,6538.8334,211000.0,2
2021,8,1198.3333,15174.0,0
2021,3,8262.6667,93600.0,4
2021,8,2759.6667,7200.0,0
2021,8,3085.6667,34109.4,0
2021,6,4729.15,40231.8,2
2021,8,1199.0833,14370.8,0
2021,8,1072.3333,38982.0,0
2021,1,1365.0,20338.8,0
2021,1,3575.6667,1900.0,0
2021,5,8994.3334,174830.8,1
2021,7,6977.4166,50160.0,3
2021,1,19585.6667,163952.4,0
2021,1,1313.6667,26916.0,0
2021,9,7594.25,29000.0,2
2021,9,2868.4333,65266.4,0
2021,8,4944.8333,114000.0,0
2021,8,3801.1667,47000.0,0
2021,1,5045.4167,79000.0,0
2021,3,9371.6666,129200.0,2
2021,9,2788.1667,36000.0,0
2021,1,5090.9167,107200.0,0
2021,9,2382.25,28000.0,1
2021,8,762.6667,7328.0,0
2021,1,9275.8204,208434.1,0
2021,8,1578.5,43000.0,0
2021,3,20434.4834,348427.6,2
2021,8,4746.5,107000.0,0
2021,3,1921.05,53305.2,4
2021,1,3802.0,64536.0,0
2021,8,2249.6667,12919.0,0
2021,8,3065.75,19923.0,0
2021,8,3922.5,60000.0,0
2021,1,29743.3333,143674.0,0
2021,1,2059.8,12044.6,0
2021,8,4401.6667,35022.0,0
2021,8,1833.3333,14962.8,0
2021,4,3368.3334,103000.0,0
2021,3,4019.8333,50000.0,1
2021,3,8983.25,63520.0,1
2021,8,759.6667,11820.0,0
2021,2,6734.5834,103000.0,4
2021,9,2849.0,56000.0,0
2021,2,6122.8334,59000.0,2
2021,1,7233.4167,105000.0,0
2021,9,2729.6833,43872.2,0
2021,1,2429.2666,60537.6,0
2021,1,4134.6667,41543.6,0
2021,1,10156.75,72000.0,0
2021,8,2438.3,24181.2,0
2021,1,2194.0833,90000.0,0
2021,1,3968.6667,80000.0,0
2021,9,2564.6666,30700.0,0
2021,8,12795.5704,81570.0,0
2021,3,6237.5,115000.0,2
2021,8,1792.5834,65000.0,0
2021,1,2592.5,72182.0,0
2021,2,2799.0,87000.0,1
2021,8,1615.0,9094.8,0
2021,8,2248.5,36000.0,0
2021,1,3156.8667,45913.6,0
2021,9,5840.9167,127400.0,2
2021,1,10898.4319,281000.0,0
2021,1,1826.0,35885.4,0
2021,3,5727.0,160104.6,2
2021,1,23610.5834,63100.0,0
2021,8,3476.3166,7681.6,0
2021,1,13547.9166,149280.0,0
2021,8,1801.45,31757.8,0
2021,3,5230.5,115000.0,1
2021,9,7864.25,156000.0,0
2021,8,1105.3333,13008.0,0
2021,9,2552.8334,43000.0,1
2021,1,3885.3333,137867.6,0
2021,4,6987.2871,217417.0,3
2021,8,2623.5833,30000.0,0
2021,3,3085.9167,50700.0,2
2021,8,5160.0833,98561.4,0
2021,1,3794.3333,21894.0,0
2021,3,4109.25,78000.0,2
2021,8,3424.2666,61595.4,0
2021,9,34858.0,88400.0,0
2021,8,1984.3333,16768.0,0
2021,1,3222.3333,34662.4,0
2021,1,3327.75,76764.0,0
2021,1,2507.6667,57872.0,0
2021,9,2818.3833,32322.6,0
2021,1,3409.8333,45046.0,0
2021,1,5818.85,65608.0,0
2021,3,3389.5333,91338.8,3
2021,1,7597.4167,111000.0,0
2021,9,3132.75,43164.0,0
2021,9,5908.2333,107326.6,0
2021,4,4771.05,76348.8,0
2021,1,8811.3333,34032.0,0
2021,8,1204.3333,15413.0,0
2021,3,10319.4166,160020.0,1
2021,8,5463.6667,2364.0,0
2021,9,4684.0834,73000.0,1
2021,4,5969.0,158000.0,1
2021,8,4094.0,9561.0,0
2021,5,4781.85,52762.4,1
2021,3,6579.6538,331969.0,2
