applicant_ethnicity_observed,state_code,denial_reason_1,conforming_loan_limit,loan_type,tract_population,total_points_and_fees,co_applicant_age_above_62,co_applicant_age,applicant_ethnicity_3,prepayment_penalty_term,property_value,income,aus_3,balloon_payment,initially_payable_to_institution,tract_minority_population_percent,co_applicant_race_2,interest_only_payment,county_code,reverse_mortgage,co_applicant_race_4,other_nonamortizing_features,derived_loan_product_type,co_applicant_sex,submission_of_application,total_units,derived_msa_md,origination_charges,co_applicant_race_1,open_end_line_of_credit,applicant_race_3,derived_ethnicity,intro_rate_period,hoepa_status,lien_status,tract_owner_occupied_units,action_taken,applicant_ethnicity_2,applicant_race_4,co_applicant_ethnicity_2,applicant_sex_observed,denial_reason_4,derived_race,co_applicant_race_observed,aus_4,applicant_ethnicity_5,debt_to_income_ratio,lei,applicant_race_1,loan_purpose,applicant_credit_score_type,applicant_race_2,co_applicant_ethnicity_1,manufactured_home_secured_property_type,activity_year,occupancy_type,lender_credits,tract_to_msa_income_percentage,applicant_age,co_applicant_race_5,co_applicant_ethnicity_4,co_applicant_ethnicity_5,tract_one_to_four_family_homes,discount_points,total_loan_costs,denial_reason_3,applicant_ethnicity_1,interest_rate,aus_2,business_or_commercial_purpose,co_applicant_sex_observed,derived_dwelling_category,aus_5,construction_method,denial_reason_2,negative_amortization,applicant_age_above_62,combined_loan_to_value_ratio,applicant_race_5,derived_sex,co_applicant_ethnicity_3,co_applicant_ethnicity_observed,tract_median_age_of_housing_units,purchaser_type,rate_spread,applicant_race_observed,loan_term,preapproval,co_applicant_credit_score_type,manufactured_home_land_property_interest,aus_1,loan_amount,census_tract,applicant_sex,multifamily_affordable_units,applicant_ethnicity_4,ffiec_msa_md_median_family_income,co_applicant_race_3
2,KS,10,C,1,6626,,No,55-64,,,175000,111.0,,2,1,49.62,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,595.0,6,2,,Ethnicity Not Available,,2,1,946,1,,,,2,,Race Not Available,2,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,3,3,2023,1,,64.06,35-44,,,,1755,,2155.73,,3.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Joint,,2,42,0,0.445,2,360,1,7,5,2,165000,20177003100.0,1,,,87100,
2,KS,10,C,1,6835,,Yes,55-64,,,275000,218.0,,2,1,30.37,,2,20209.0,2,,2,Conventional:First Lien,1,1,1,28140,595.0,5,2,,Not Hispanic or Latino,,2,1,1666,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,122.95,55-64,,,,1945,,1985.73,,2.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Joint,,2,17,0,0.034,2,360,1,7,5,2,225000,20209044803.0,2,,,104400,
2,KS,10,C,1,3776,,,9999,,,85000,82.0,,2,1,23.2,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,595.0,8,2,,Ethnicity Not Available,,2,1,1134,1,,,,2,,Race Not Available,4,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,5,3,2023,1,,84.17,35-44,,,,1696,,2131.86,,3.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Sex Not Available,,4,70,0,0.187,2,360,1,10,5,2,75000,20177004100.0,3,,,87100,
2,FL,10,C,1,4322,,No,55-64,,,615000,398.0,,2,1,15.69,,2,12081.0,2,,2,Conventional:First Lien,2,1,1,35840,595.0,5,2,,Not Hispanic or Latino,,2,1,886,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,89.7,55-64,,,,1182,,4833.23,,2.0,6.0,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,79.74,,Joint,,2,20,0,0.145,2,180,1,7,5,2,495000,12081002020.0,1,,,98700,
2,MO,10,C,1,3168,,,9999,,,145000,52.0,,2,1,23.23,,2,29095.0,2,,2,Conventional:First Lien,5,1,1,28140,595.0,8,2,,Not Hispanic or Latino,,2,1,793,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,25.0,58.27,25-34,,,,1330,,1756.86,,2.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,94.56,,Female,,4,66,0,0.303,2,360,2,10,5,2,135000,29095011100.0,2,,,104400,
2,KS,10,C,1,3635,,No,45-54,,,475000,570.0,,2,1,11.88,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1183,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,133.17,45-54,,,,1335,,1980.73,,2.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,63.16,,Joint,,2,36,0,-0.289,2,360,2,7,5,2,305000,20177003302.0,1,,,87100,
2,KS,10,C,1,5062,,No,25-34,,,275000,97.0,,2,1,13.1,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1792,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,15.0,131.46,25-34,,,,1990,,2120.73,,2.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,85.0,,Joint,,2,40,0,0.259,2,360,2,7,5,2,235000,20177003401.0,1,,,87100,
1,KS,10,C,1,4052,,No,<25,,,135000,77.0,,2,1,17.18,,2,20085.0,2,,2,Conventional:First Lien,2,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1010,1,,,,1,,White,1,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,85.04,<25,,,,1660,,1985.73,,2.0,6.375,,2,1,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Joint,,1,55,0,0.647,1,360,1,7,5,2,125000,20085082700.0,1,,,87100,
2,KS,10,C,1,3231,,,9999,,,65000,37.0,,2,1,62.64,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,595.0,8,2,,Hispanic or Latino,,2,1,758,1,11.0,,,2,,Race Not Available,4,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,5,3,2023,1,,48.85,25-34,,,,1442,,2066.86,,1.0,6.0,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,92.0,,Female,,4,60,0,0.84,2,180,1,10,5,2,55000,20177002900.0,2,,,87100,
2,KS,10,C,1,2824,,,9999,,,135000,34.0,,2,1,25.71,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,595.0,8,2,,Not Hispanic or Latino,,2,1,697,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,85.12,55-64,,,,1231,,1926.86,,2.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Male,,4,60,0,-0.223,2,360,1,10,5,2,105000,20177002500.0,1,,,87100,
2,KS,10,C,1,6204,,No,55-64,,,265000,,,2,1,23.73,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,345.0,5,2,,Joint,,2,1,2129,1,,,11.0,2,,White,2,,,37.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,1,3,2023,1,,127.15,55-64,,,,2506,,1680.73,,2.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,67.93,,Joint,,2,38,0,-0.285,2,360,1,7,5,2,185000,20177002602.0,1,,,87100,
2,KS,10,C,1,6814,,No,45-54,,,385000,168.0,,2,1,21.59,,2,20177.0,2,,2,Conventional:First Lien,1,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1957,1,,,,2,,White,2,,,42.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,69.0,161.62,45-54,,,,2302,,2239.73,,2.0,6.125,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,75.921,,Joint,,2,23,0,-0.385,2,240,1,7,5,2,285000,20177003607.0,2,,,87100,
2,KS,10,C,1,6203,,Yes,>74,,,95000,54.0,,2,1,10.91,,1,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,,5,1,,Not Hispanic or Latino,,3,1,1791,2,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,3,,2,3,2023,1,,120.38,>74,,,,2287,,,,2.0,9.25,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,55.01,,Joint,,2,44,0,1.28,2,,2,3,5,6,55000,20177003500.0,1,,,87100,
2,,10,C,1,0,,No,35-44,,,425000,164.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,8,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,0.0,35-44,,,,0,,,,2.0,6.0,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,92.14,,Joint,,2,0,0,,2,360,1,7,5,2,385000,,1,,,0,
2,,10,C,1,0,,,9999,,,225000,54.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Ethnicity Not Available,,3,1,0,8,,,,2,,Race Not Available,4,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,5,3,2023,1,,0.0,<25,,,,0,,,,3.0,5.875,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Sex Not Available,,4,0,0,,2,360,1,10,5,2,185000,,3,,,0,
1,,10,C,1,0,,,9999,,,155000,52.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Hispanic or Latino,,3,1,0,8,,,,1,,White,4,,,42.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,<25,,,,0,,,,1.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,90.57,,Female,,4,0,0,,1,360,1,10,5,2,145000,,2,,,0,
2,,10,C,1,0,,,9999,,,155000,52.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Hispanic or Latino,,3,1,0,8,,,,2,,White,4,,,42.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,<25,,,,0,,,,1.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Male,,4,0,0,,2,360,1,10,5,2,145000,,1,,,0,
2,,10,C,1,0,,,9999,,,105000,74.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,2,,White,4,,,44.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,35-44,,,,0,,,,2.0,6.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Female,,4,0,0,,2,360,1,10,5,6,95000,,2,,,0,
1,,10,C,1,0,,,9999,,,225000,37.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,25-34,,,,0,,,,2.0,5.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,90.0,,Female,,4,0,0,,1,360,1,10,5,2,205000,,2,,,0,
2,KS,10,C,1,5062,,No,35-44,,,415000,269.0,,2,1,13.1,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1792,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,15.0,131.46,45-54,,,,1990,,2085.73,,2.0,5.875,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,61.45,,Joint,,2,40,0,-0.459,2,360,1,7,5,2,255000,20177003401.0,1,,,87100,
1,,3,C,1,0,,No,25-34,,,225000,37.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,1,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,7,,,,1,,White,1,,,41.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,0.0,25-34,,,,0,,,,2.0,,,2,1,Single Family (1-4 Units):Site-Built,,1,,2,No,90.0,,Joint,,1,0,0,,1,360,1,7,5,2,205000,,2,,,0,
2,KS,10,C,1,5859,,,9999,,,365000,203.0,,2,1,31.06,,2,20045.0,2,,2,Conventional:First Lien,5,1,1,29940,595.0,8,2,,Not Hispanic or Latino,,2,1,1005,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,74.97,45-54,,,,1909,,1791.86,,2.0,6.125,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Female,,4,34,0,0.026,2,240,1,10,5,2,285000,20045000802.0,2,,,94600,
2,KS,10,C,1,10171,,No,55-64,,,365000,160.0,,2,1,24.23,,2,20045.0,2,,2,Conventional:First Lien,3,1,1,29940,595.0,6,2,,Ethnicity Not Available,,2,1,2038,1,,,,2,,Race Not Available,2,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,3,3,2023,1,,132.68,65-74,,,,3269,,2309.73,,3.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,69.86,,Sex Not Available,,2,15,0,-0.032,2,360,1,7,5,2,255000,20045000603.0,3,,,94600,
2,KS,10,C,1,1973,,,9999,,,85000,26.0,,2,1,14.5,,2,20099.0,2,,2,Conventional:First Lien,5,1,1,99999,595.0,8,2,,Not Hispanic or Latino,,2,1,615,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,75.77,65-74,,,,989,,2016.0,,2.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,Yes,95.81,,Female,,4,53,0,0.259,2,360,1,10,5,2,75000,20099950700.0,2,,,79900,
2,OK,10,C,1,2806,,,9999,,,95000,32.0,,2,1,37.67,,2,40115.0,2,,2,Conventional:First Lien,5,1,1,99999,595.0,8,2,,Ethnicity Not Available,,2,1,675,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,75.34,65-74,,,,1070,,2381.86,,3.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,Yes,25.03,,Female,,4,57,0,0.598,2,360,1,10,5,2,25000,40115574300.0,2,,,68700,
2,KS,10,C,1,6626,,,9999,,,435000,196.0,,2,1,49.62,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,945.0,8,2,,Not Hispanic or Latino,,2,1,946,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,64.06,65-74,,,,1755,,2317.86,,2.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,Yes,59.16,,Female,,4,42,0,-0.204,2,360,2,10,5,2,265000,20177003100.0,2,,,87100,
2,KS,10,C,1,5062,,,9999,,,385000,100.0,,2,1,13.1,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,595.0,8,2,,Not Hispanic or Latino,,2,1,1792,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,131.46,65-74,,,,1990,,1931.86,,2.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,Yes,54.55,,Male,,4,40,0,-0.298,2,360,2,10,5,2,215000,20177003401.0,1,,,87100,
1,KS,10,C,1,4110,,,9999,,,435000,131.0,,2,1,13.67,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,945.0,8,2,,Hispanic or Latino,,2,1,1310,1,,,,1,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,178.08,65-74,,,,1509,,2200.86,,1.0,6.375,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,Yes,28.74,,Female,,4,35,0,-0.199,1,360,1,10,5,2,125000,20177003604.0,2,,,87100,
1,,10,C,1,0,,No,<25,,,205000,49.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,1,,,37.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,0.0,<25,,,,0,,,,2.0,5.625,,2,1,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Joint,,1,0,0,,1,360,1,9,5,2,195000,,1,,,0,
2,KS,10,C,1,3776,,,9999,,,135000,61.0,,2,1,23.2,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,595.0,8,2,,Not Hispanic or Latino,,2,1,1134,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,84.17,45-54,,,,1696,,1891.86,,2.0,6.125,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,85.33,,Female,,4,70,0,0.091,2,240,1,10,5,2,115000,20177004100.0,2,,,87100,
2,KS,10,C,1,3972,,No,35-44,,,165000,53.0,,2,1,27.52,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1131,1,,,,2,,White,2,,,40.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,80.54,35-44,,,,1643,,2105.73,,2.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,90.91,,Joint,,2,54,0,0.333,2,360,1,7,5,2,155000,20177002601.0,1,,,87100,
2,KS,10,C,1,4819,,No,45-54,,,505000,244.0,,2,1,12.16,,2,20177.0,2,,2,Conventional:First Lien,1,1,1,45820,595.0,5,2,,Not Hispanic or Latino,,2,1,1536,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,125.49,45-54,,,,1545,,2015.73,,2.0,6.125,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Joint,,2,36,0,0.053,2,240,1,7,5,2,475000,20177003402.0,2,,,87100,
2,KS,10,C,1,6814,,Yes,65-74,,,675000,251.0,,2,1,21.59,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,945.0,5,2,,Not Hispanic or Latino,,2,1,1957,1,,,,2,,White,2,,,40.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,161.62,65-74,,,,2302,,2511.73,,2.0,6.375,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,38.356,,Joint,,2,23,0,-0.289,2,360,2,7,5,2,225000,20177003607.0,1,,,87100,
2,KS,10,NC,1,4110,,,9999,,,1305000,556.0,,2,1,13.67,,2,20177.0,2,,2,Conventional:First Lien,5,1,1,45820,595.0,8,2,,Not Hispanic or Latino,,2,1,1310,1,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,178.08,35-44,,,,1509,,1991.86,,2.0,6.0,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Female,,4,35,0,-0.234,2,180,1,10,5,2,1045000,20177003604.0,2,,,87100,
2,KS,10,C,1,4110,,No,45-54,,,705000,318.0,,2,1,13.67,,2,20177.0,2,,2,Conventional:First Lien,3,1,1,45820,595.0,6,2,,Ethnicity Not Available,,2,1,1310,1,,,,2,,Race Not Available,2,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,3,3,2023,1,,178.08,45-54,,,,1509,,2070.73,,3.0,6.75,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Sex Not Available,,2,35,0,0.281,2,360,1,7,5,2,665000,20177003604.0,3,,,87100,
1,,10,C,1,0,,Yes,>74,,,195000,74.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,2,,,37.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,0.0,>74,,,,0,,,,2.0,6.875,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,80.0,,Joint,,2,0,0,,1,360,1,7,5,2,155000,,1,,,0,
2,KS,10,C,1,6814,,Yes,65-74,,,525000,147.0,,2,1,21.59,,1,20177.0,2,,2,Conventional:First Lien,3,1,1,45820,,6,1,,Ethnicity Not Available,,2,1,1957,1,,,,2,,Race Not Available,2,,,37.0,5493009SXBJ8LKIU7Q54,6.0,1,3,,3,3,2023,1,,161.62,65-74,,,,2302,,,,3.0,10.5,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,86.0,,Sex Not Available,,2,23,0,2.45,2,,2,3,5,6,455000,20177003607.0,3,,,87100,
3,,10,C,1,0,,,9999,,,135000,41.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,3,,White,4,,,42.0,549300FV8093AKDLHQ80,5.0,1,1,,5,3,2023,1,,0.0,<25,,,,0,,,,2.0,5.75,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,97.0,,Female,,4,0,0,,3,360,1,10,5,2,135000,,2,,,0,
2,KS,10,C,1,3231,,Yes,>74,,,85000,36.0,,2,1,62.64,,2,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,0.0,5,2,,Not Hispanic or Latino,,2,1,758,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,3,,2,3,2023,1,,48.85,>74,,,,1442,,0.0,,2.0,7.0,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,36.18,,Female,,2,60,0,0.283,2,120,2,3,5,6,35000,20177002900.0,2,,,87100,
2,,10,C,1,0,,Yes,55-64,,,665000,100.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,3,1,1,99999,,6,2,,Ethnicity Not Available,,3,1,0,8,,,,2,,Race Not Available,2,,,,5493009SXBJ8LKIU7Q54,6.0,1,7,,3,3,2023,1,,0.0,65-74,,,,0,,,,3.0,5.125,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,22.56,,Sex Not Available,,2,0,0,,2,360,1,7,5,2,155000,,3,,,0,
2,,10,C,1,0,,No,35-44,,,355000,122.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Ethnicity Not Available,,3,1,0,8,,,,2,,White,2,,,39.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,3,3,2023,1,,0.0,35-44,,,,0,,,,3.0,6.875,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Joint,,2,0,0,,2,360,1,7,5,2,285000,,1,,,0,
1,,10,C,1,0,,,9999,,,145000,37.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,4,,,40.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,65-74,,,,0,,,,2.0,5.5,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,Yes,42.86,,Female,,4,0,0,,1,360,1,10,5,2,65000,,2,,,0,
2,KS,10,C,1,4306,,Yes,>74,,,505000,126.0,,2,1,25.69,,1,20177.0,2,,2,Conventional:First Lien,2,1,1,45820,,5,1,,Not Hispanic or Latino,,2,1,1223,1,,,,2,,White,2,,,,5493009SXBJ8LKIU7Q54,5.0,1,3,,2,3,2023,1,,111.61,>74,,,,1662,,,,2.0,9.5,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,Yes,83.849,,Joint,,2,41,0,1.28,1,,2,3,5,6,335000,20177002702.0,1,,,87100,
2,,10,C,1,0,,No,35-44,,,315000,138.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,8,,,,2,,White,2,,,38.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,0.0,35-44,,,,0,,,,2.0,6.875,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Joint,,2,0,0,,2,360,1,7,5,2,305000,,1,,,0,
1,,10,C,1,0,,No,45-54,,,505000,160.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,3,1,1,99999,,6,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,2,,,39.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,3,3,2023,1,,0.0,45-54,,,,0,,,,2.0,5.125,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Female,,2,0,0,,1,360,1,7,5,2,475000,,2,,,0,
2,,10,C,1,0,,,9999,,,75000,47.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Ethnicity Not Available,,3,1,0,8,,,,2,,Race Not Available,4,,,38.0,5493009SXBJ8LKIU7Q54,6.0,1,7,,5,3,2023,1,,0.0,25-34,,,,0,,,,3.0,5.125,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,93.33,,Female,,4,0,0,,2,360,1,10,5,2,75000,,2,,,0,
1,,10,C,1,0,,Yes,55-64,,,255000,63.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,1,,,,5493009SXBJ8LKIU7Q54,5.0,1,9,,2,3,2023,1,,0.0,65-74,,,,0,,,,2.0,6.625,,2,1,Single Family (1-4 Units):Site-Built,,1,,2,Yes,58.82,,Joint,,1,0,0,,1,360,1,7,5,2,155000,,1,,,0,
1,,10,C,1,0,,,9999,,,135000,25.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,4,,,40.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,<25,,,,0,,,,2.0,6.5,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,59.15,,Male,,4,0,0,,1,360,1,10,5,2,85000,,1,,,0,
2,,10,C,1,0,,,9999,,,255000,102.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,2,,Asian,4,,,,5493009SXBJ8LKIU7Q54,21.0,1,7,,5,3,2023,1,,0.0,25-34,,,,0,,,,2.0,6.625,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,92.0,,Female,,4,0,0,,2,360,1,10,5,2,235000,,2,,,0,
2,,10,C,1,0,,,9999,,,235000,,,2,1,0.0,,2,,2,,2,Conventional:First Lien,5,1,1,99999,,8,2,,Not Hispanic or Latino,,3,1,0,8,,,,2,,White,4,,,,5493009SXBJ8LKIU7Q54,5.0,1,7,,5,3,2023,1,,0.0,25-34,,,,0,,,,2.0,6.5,,2,4,Single Family (1-4 Units):Site-Built,,1,,2,No,80.0,,Male,,4,0,0,,2,360,1,10,5,2,185000,,1,,,0,
1,,10,C,1,0,,No,<25,,,185000,47.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,2,1,1,99999,,5,2,,Not Hispanic or Latino,,3,1,0,8,,,,1,,White,1,,,42.0,5493009SXBJ8LKIU7Q54,5.0,1,7,,2,3,2023,1,,0.0,<25,,,,0,,,,2.0,6.5,,2,1,Single Family (1-4 Units):Site-Built,,1,,2,No,95.0,,Female,,1,0,0,,1,360,1,7,5,2,175000,,2,,,0,
2,,10,C,1,0,,No,55-64,,,405000,115.0,,2,1,0.0,,2,,2,,2,Conventional:First Lien,1,1,1,99999,,5,2,,Hispanic or Latino,,3,1,0,8,11.0,,,2,,Race Not Available,2,,,42.0,5493009SXBJ8LKIU7Q54,6.0,1,7,,3,3,2023,1,,0.0,55-64,,,,0,,,,1.0,6.625,,2,2,Single Family (1-4 Units):Site-Built,,1,,2,No,50.0,,Joint,,2,0,0,,2,360,1,7,5,2,205000,,2,,,0,
