applicant_ethnicity_observed,state_code,denial_reason_1,conforming_loan_limit,loan_type,tract_population,total_points_and_fees,co_applicant_age_above_62,co_applicant_age,applicant_ethnicity_3,prepayment_penalty_term,property_value,income,aus_3,balloon_payment,initially_payable_to_institution,tract_minority_population_percent,co_applicant_race_2,interest_only_payment,county_code,reverse_mortgage,co_applicant_race_4,other_nonamortizing_features,derived_loan_product_type,co_applicant_sex,submission_of_application,total_units,derived_msa_md,origination_charges,co_applicant_race_1,open_end_line_of_credit,applicant_race_3,derived_ethnicity,intro_rate_period,hoepa_status,lien_status,tract_owner_occupied_units,action_taken,applicant_ethnicity_2,applicant_race_4,co_applicant_ethnicity_2,applicant_sex_observed,denial_reason_4,derived_race,co_applicant_race_observed,aus_4,applicant_ethnicity_5,debt_to_income_ratio,lei,applicant_race_1,loan_purpose,applicant_credit_score_type,applicant_race_2,co_applicant_ethnicity_1,manufactured_home_secured_property_type,activity_year,occupancy_type,lender_credits,tract_to_msa_income_percentage,applicant_age,co_applicant_race_5,co_applicant_ethnicity_4,co_applicant_ethnicity_5,tract_one_to_four_family_homes,discount_points,total_loan_costs,denial_reason_3,applicant_ethnicity_1,interest_rate,aus_2,business_or_commercial_purpose,co_applicant_sex_observed,derived_dwelling_category,aus_5,construction_method,denial_reason_2,negative_amortization,applicant_age_above_62,combined_loan_to_value_ratio,applicant_race_5,derived_sex,co_applicant_ethnicity_3,co_applicant_ethnicity_observed,tract_median_age_of_housing_units,purchaser_type,rate_spread,applicant_race_observed,loan_term,preapproval,co_applicant_credit_score_type,manufactured_home_land_property_interest,aus_1,loan_amount,census_tract,applicant_sex,multifamily_affordable_units,applicant_ethnicity_4,ffiec_msa_md_median_family_income,co_applicant_race_3
3,TX,10,C,1,4351,,,8888,,,185000,,,2,3,94.97,,2,48141.0,2,,2,Conventional:First Lien,4,3,1,21340,140.6,7,2,,Ethnicity Not Available,,2,1,903,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,81.67,8888,,,,1731,140.6,2865.85,,4.0,6.75,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,67,3,,3,360,2,9,5,6,145000,48141000901.0,4,,,63100,
3,WI,10,C,3,2909,,,8888,,,355000,,,2,3,9.32,,2,55089.0,2,,2,VA:First Lien,4,3,1,33340,1450.0,7,2,,Ethnicity Not Available,,2,1,948,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,6.5,98.64,8888,,,,1125,,15866.2,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,55,2,,3,360,2,9,5,6,365000,55089640102.0,4,,,100600,
3,MI,10,C,1,4655,,,8888,,,205000,,,2,3,49.84,,2,26125.0,2,,2,Conventional:First Lien,4,3,1,47664,3700.0,7,2,,Ethnicity Not Available,,2,1,874,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,41.6,99.58,8888,,,,1202,,5982.45,,4.0,6.875,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,38,3,,3,360,2,9,5,6,165000,26125140800.0,4,,,108200,
3,TX,10,C,1,2675,,,8888,,,205000,,,2,3,56.07,,2,48183.0,2,,2,Conventional:First Lien,4,3,1,30980,1779.2,7,2,,Ethnicity Not Available,,2,1,862,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,5.08,120.23,8888,,,,1136,179.2,3803.6,,4.0,6.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,24,3,,3,360,2,9,5,6,165000,48183010502.0,4,,,78000,
3,NC,10,C,2,5527,,,8888,,,345000,,,2,3,85.76,,2,37067.0,2,,2,FHA:First Lien,4,3,1,49180,5381.47,7,2,,Ethnicity Not Available,,2,1,1228,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,77.62,8888,,,,2581,12967.35,17372.11,,4.0,6.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,43,2,,3,360,2,9,5,6,375000,37067001700.0,4,,,81300,
3,IL,10,C,2,4597,,,8888,,,155000,,,2,3,13.75,,2,17091.0,2,,2,FHA:First Lien,4,3,1,28100,1845.0,7,2,,Ethnicity Not Available,,2,1,1025,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,121.18,8888,,,,1552,,6424.45,,4.0,6.99,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,21,2,,3,360,2,9,5,6,155000,17091010203.0,4,,,79700,
3,TX,10,C,2,6490,,,8888,,,235000,,,2,3,88.58,,2,48201.0,2,,2,FHA:First Lien,4,3,1,26420,3613.18,7,2,,Ethnicity Not Available,,2,1,1603,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,90.09,8888,,,,1953,3613.18,10612.07,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,16,2,,3,360,2,9,5,6,225000,48201240903.0,4,,,94100,
3,NC,10,C,3,5903,,,8888,,,445000,,,2,3,14.69,,2,37157.0,2,,2,VA:First Lien,4,3,1,24660,6558.4,7,2,,Ethnicity Not Available,,2,1,1817,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,70.0,89.48,8888,,,,2475,4668.4,9295.4,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,28,2,,3,360,2,9,5,6,445000,37157041002.0,4,,,81500,
3,MI,10,C,2,4367,,,8888,,,195000,,,2,3,6.69,,2,26111.0,2,,2,FHA:First Lien,4,3,1,33220,4668.56,7,2,,Ethnicity Not Available,,2,1,1478,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,73.45,8888,,,,1939,3540.56,10132.17,,4.0,7.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,45,2,,3,360,2,9,5,6,195000,26111291700.0,4,,,95300,
3,PA,10,C,1,4358,,,8888,,,375000,,,2,3,41.46,,2,42101.0,2,,2,Conventional:First Lien,4,3,1,37964,4476.0,7,2,,Ethnicity Not Available,,2,1,524,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,2019.54,145.4,8888,,,,1374,,6767.3,,4.0,6.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,0,3,,3,360,2,9,5,6,195000,42101007800.0,4,,,83100,
3,TX,10,C,1,8010,,,8888,,,255000,,,2,3,48.13,,2,48201.0,2,,2,Conventional:First Lien,4,3,1,26420,1630.0,7,2,,Ethnicity Not Available,,2,1,2568,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,127.92,8888,,,,2987,,3814.78,,4.0,6.625,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,24,3,,3,360,2,9,5,6,155000,48201542800.0,4,,,94100,
3,TX,10,C,1,2974,,,8888,,,335000,,,2,3,19.7,,2,48053.0,2,,2,Conventional:First Lien,4,3,1,99999,4779.5,7,2,,Ethnicity Not Available,,2,1,855,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,1,2023,1,,115.87,8888,,,,1005,2884.5,7800.47,,4.0,6.625,,2,3,Single Family (1-4 Units):Manufactured,,2,,2,,,,Sex Not Available,,3,22,1,,3,360,2,9,1,6,155000,48053960402.0,4,,,73200,
3,CO,10,C,3,3297,,,8888,,,575000,,,2,3,16.62,,2,8119.0,2,,2,VA:First Lien,4,3,1,17820,7297.78,7,2,,Ethnicity Not Available,,2,1,997,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,75.17,8888,,,,2188,,17928.28,,4.0,4.875,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,37,2,,3,360,2,9,5,6,545000,8119010203.0,4,,,105000,
3,TX,10,C,2,5388,,,8888,,,175000,,,2,3,93.91,,2,48141.0,2,,2,FHA:First Lien,4,3,1,21340,1269.32,7,2,,Ethnicity Not Available,,2,1,775,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,50.0,74.23,8888,,,,1786,,7111.62,,4.0,7.5,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,63,2,,3,360,2,9,5,6,175000,48141000302.0,4,,,63100,
3,TX,10,C,2,4682,,,8888,,,175000,,,2,3,96.69,,2,48029.0,2,,2,FHA:First Lien,4,3,1,41700,4190.55,7,2,,Ethnicity Not Available,,2,1,1191,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,2200.0,74.76,8888,,,,1562,200.57,8712.71,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,69,2,,3,360,2,9,5,6,145000,48029160400.0,4,,,89100,
3,TX,10,C,2,6183,,,8888,,,235000,,,2,3,27.85,,2,48167.0,2,,2,FHA:First Lien,4,3,1,26420,3220.96,7,2,,Ethnicity Not Available,,2,1,1675,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,153.75,8888,,,,2040,1695.96,10553.26,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,30,2,,3,360,2,9,5,6,235000,48167720100.0,4,,,94100,
3,UT,10,C,2,6165,,,8888,,,655000,,,2,3,23.49,,2,49035.0,2,,2,FHA:First Lien,4,3,1,41620,7928.5,7,2,,Ethnicity Not Available,,2,1,1319,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,107.28,8888,,,,1571,6338.5,21658.88,,4.0,6.5,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,19,2,,3,360,2,9,5,6,635000,49035112823.0,4,,,106300,
3,MI,10,C,1,5521,,,8888,,,145000,,,2,3,20.52,,2,26125.0,2,,2,Conventional:First Lien,4,3,1,47664,3360.0,7,2,,Ethnicity Not Available,,2,1,2104,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,204.96,69.46,8888,,,,2616,,5350.17,,4.0,6.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,63,3,,3,360,2,9,5,6,115000,26125181300.0,4,,,108200,
3,VA,10,C,2,3656,,,8888,,,235000,,,2,3,6.32,,2,51035.0,2,,2,FHA:First Lien,4,3,1,99999,5314.07,7,2,,Ethnicity Not Available,,2,1,1192,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,99.66,8888,,,,1908,3520.07,11857.38,,4.0,6.75,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,40,2,,3,360,2,9,5,6,235000,51035080100.0,4,,,73800,
3,TX,10,C,1,3137,,,8888,,,195000,,,2,3,32.01,,2,48381.0,2,,2,Conventional:First Lien,4,3,1,11100,1895.0,7,2,,Ethnicity Not Available,,2,1,670,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,1,2023,1,50.0,73.06,8888,,,,973,,4432.03,,4.0,7.125,,2,3,Single Family (1-4 Units):Manufactured,,2,,2,,,,Sex Not Available,,3,26,1,,3,360,2,9,1,6,135000,48381021705.0,4,,,87300,
3,NC,10,C,2,6683,,,8888,,,215000,,,2,3,55.24,,2,37051.0,2,,2,FHA:First Lien,4,3,1,22180,5221.03,7,2,,Ethnicity Not Available,,2,1,1511,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,550.0,93.48,8888,,,,2328,3236.81,10983.69,,4.0,6.75,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,31,2,,3,360,2,9,5,6,195000,37051003103.0,4,,,74300,
3,AR,10,C,3,3250,,,8888,,,425000,,,2,3,27.85,,2,5125.0,2,,2,VA:First Lien,4,3,1,30780,4350.5,7,2,,Ethnicity Not Available,,2,1,762,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,136.89,8888,,,,1143,3062.5,6308.5,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,17,2,,3,360,2,9,5,6,245000,5125010518.0,4,,,83100,
3,TX,10,C,2,4347,,,8888,,,195000,,,2,3,98.21,,2,48427.0,2,,2,FHA:First Lien,4,3,1,99999,1465.46,7,2,,Ethnicity Not Available,,2,1,883,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,250.0,45.0,8888,,,,1236,1465.46,8109.74,,4.0,7.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,24,2,,3,360,2,9,5,6,195000,48427950203.0,4,,,73200,
3,TX,10,C,2,6115,,,8888,,,215000,,,2,3,93.92,,2,48113.0,2,,2,FHA:First Lien,4,3,1,19124,7138.69,7,2,,Ethnicity Not Available,,2,1,968,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,45.81,8888,,,,1493,5448.69,13808.19,,4.0,7.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,60,2,,3,300,2,9,5,6,185000,48113009202.0,4,,,105600,
3,ME,10,C,2,4801,,,8888,,,235000,,,2,3,11.1,,2,23019.0,2,,2,FHA:First Lien,4,3,1,12620,4588.63,7,2,,Ethnicity Not Available,,2,1,1234,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,76.22,8888,,,,2078,3193.63,10939.0,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,60,2,,3,360,2,9,5,6,225000,23019007100.0,4,,,88000,
3,TX,10,C,1,4070,,,8888,,,165000,,,2,3,82.58,,2,48449.0,2,,2,Conventional:First Lien,4,3,1,99999,4116.06,7,2,,Ethnicity Not Available,,2,1,550,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,91.77,8888,,,,1168,3251.06,7575.33,,4.0,6.375,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,50,3,,3,360,2,9,5,6,155000,48449950600.0,4,,,73200,
3,TX,10,C,2,5653,,,8888,,,115000,,,2,3,28.18,,2,48451.0,2,,2,FHA:First Lien,4,3,1,41660,2308.92,7,2,,Ethnicity Not Available,,2,1,1239,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,120.34,8888,,,,1795,,8496.71,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,36,2,,3,360,2,9,5,6,115000,48451001600.0,4,,,80000,
3,CA,10,C,2,3422,,,8888,,,165000,,,2,3,34.54,,2,6029.0,2,,2,FHA:First Lien,4,3,1,12540,4248.35,7,2,,Ethnicity Not Available,,2,1,659,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,50.0,81.32,8888,,,,1265,3253.35,9532.18,,4.0,7.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,64,2,,3,360,2,9,5,6,155000,6029000102.0,4,,,72600,
3,KY,10,C,1,1289,,,8888,,,325000,,,2,3,5.28,,2,21029.0,2,,2,Conventional:First Lien,4,3,1,31140,660.0,7,2,,Ethnicity Not Available,,2,1,599,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,116.94,8888,,,,630,9344.7,2715.47,,4.0,5.99,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,40,1,,3,360,2,9,5,6,315000,21029020602.0,4,,,89300,
3,OH,10,C,1,4462,,,8888,,,425000,,,2,3,34.98,,2,39061.0,2,,2,Conventional:First Lien,4,3,1,17140,6312.5,7,2,,Ethnicity Not Available,,2,1,1620,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,22.3,111.12,8888,,,,1815,5652.5,9265.66,,4.0,6.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,55,1,,3,360,2,9,5,6,405000,39061022101.0,4,,,102300,
3,KY,10,C,1,7257,,,8888,,,535000,,,2,3,19.31,,2,21117.0,2,,2,Conventional:First Lien,4,3,1,17140,660.0,7,2,,Ethnicity Not Available,,2,1,2017,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,1.0,93.36,8888,,,,2315,8529.92,2791.17,,4.0,6.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,42,1,,3,360,2,9,5,6,425000,21117067200.0,4,,,102300,
3,OH,10,C,1,4104,,,8888,,,445000,,,2,3,13.72,,2,39057.0,2,,2,Conventional:First Lien,4,3,1,19430,1060.64,7,2,,Ethnicity Not Available,,2,1,1080,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,14.3,201.33,8888,,,,1260,400.64,3999.64,,4.0,6.75,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,27,3,,3,360,2,9,5,6,355000,39057220101.0,4,,,92400,
3,OH,10,C,1,6223,,,8888,,,515000,,,2,3,18.83,,2,39045.0,2,,2,Conventional:First Lien,4,3,1,18140,1459.86,7,2,,Ethnicity Not Available,,2,1,1613,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,153.31,8888,,,,1828,799.86,2816.83,,4.0,6.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,31,1,,3,360,2,9,5,6,395000,39045032901.0,4,,,100900,
3,CA,10,C,2,6231,,,8888,,,505000,,,2,3,56.52,,2,6115.0,2,,2,FHA:First Lien,4,3,1,49700,8889.35,7,2,,Ethnicity Not Available,,2,1,1415,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,116.64,8888,,,,1927,,20436.38,,4.0,7.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,21,2,,3,360,2,9,5,6,495000,6115040702.0,4,,,76100,
3,TX,10,C,2,3080,,,8888,,,385000,,,2,3,91.95,,2,48215.0,2,,2,FHA:First Lien,4,3,1,32580,0.0,7,2,,Ethnicity Not Available,,2,1,514,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,203.01,8888,,,,693,2757.33,9660.8,,4.0,7.5,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,24,2,,3,360,2,9,5,6,375000,48215020405.0,4,,,56300,
3,TX,10,C,2,7232,,,8888,,,325000,,,2,3,56.13,,2,48029.0,2,,2,FHA:First Lien,4,3,1,41700,0.0,7,2,,Ethnicity Not Available,,2,1,1300,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,60.0,97.43,8888,,,,1588,,8291.0,,4.0,5.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,30,2,,3,360,2,9,5,6,315000,48029131802.0,4,,,89100,
3,KY,10,C,1,6741,,,8888,,,395000,,,2,3,14.79,,2,21117.0,2,,2,Conventional:First Lien,4,3,1,17140,660.0,7,2,,Ethnicity Not Available,,2,1,1582,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,75.83,8888,,,,2005,,2331.97,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,36,3,,3,360,2,9,5,6,315000,21117063604.0,4,,,102300,
3,OH,10,C,1,4104,,,8888,,,645000,,,2,3,13.72,,2,39057.0,2,,2,Conventional:First Lien,4,3,1,19430,2652.44,7,2,,Ethnicity Not Available,,2,1,1080,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,201.33,8888,,,,1260,1992.44,5566.91,,4.0,6.25,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,27,1,,3,360,2,9,5,6,425000,39057220101.0,4,,,92400,
3,OH,10,C,1,6564,,,8888,,,335000,,,2,3,6.6,,2,39113.0,2,,2,Conventional:First Lien,4,3,1,19430,660.0,7,2,,Ethnicity Not Available,,2,1,1901,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,25.0,105.35,8888,,,,2516,2126.86,3103.66,,4.0,6.49,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,48,1,,3,360,2,9,5,6,265000,39113130102.0,4,,,92400,
3,AL,10,C,2,4204,,,8888,,,185000,,,2,3,14.68,,2,1007.0,2,,2,FHA:First Lien,4,3,1,13820,4087.69,7,2,,Ethnicity Not Available,,2,1,956,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,86.69,8888,,,,1532,1305.21,9621.89,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,29,2,,3,360,2,9,5,6,185000,1007010005.0,4,,,89600,
3,NC,10,C,2,8409,,,8888,,,485000,,,2,3,13.68,,2,37019.0,2,,2,FHA:First Lien,4,3,1,34820,11504.68,7,2,,Ethnicity Not Available,,2,1,2718,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,147.3,8888,,,,3362,8194.68,20073.86,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,12,2,,3,360,2,9,5,6,385000,37019020205.0,4,,,79000,
3,CA,10,C,1,1976,,,8888,,,215000,,,2,3,20.14,,2,6109.0,2,,2,Conventional:First Lien,4,3,1,99999,4987.5,7,2,,Ethnicity Not Available,,2,1,710,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,1,2023,1,2030.91,114.49,8888,,,,1671,,7077.0,,4.0,6.875,,2,3,Single Family (1-4 Units):Manufactured,,2,,2,,,,Sex Not Available,,3,34,3,,3,360,2,9,1,6,195000,6109004201.0,4,,,83800,
3,CA,10,C,2,5566,,,8888,,,335000,,,2,3,73.93,,2,6019.0,2,,2,FHA:First Lien,4,3,1,23420,7974.31,7,2,,Ethnicity Not Available,,2,1,813,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,75.35,8888,,,,1787,,16795.12,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,73,2,,3,360,2,9,5,6,325000,6019002100.0,4,,,79400,
3,MD,10,C,2,5506,,,8888,,,355000,,,2,3,98.89,,2,24033.0,2,,2,FHA:First Lien,4,3,1,47894,5853.24,7,2,,Ethnicity Not Available,,2,1,600,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,47.8,8888,,,,1062,4313.24,15159.74,,4.0,6.5,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,43,2,,3,360,2,9,5,6,355000,24033801704.0,4,,,150100,
3,NV,10,C,1,5743,,,8888,,,255000,,,2,3,44.56,,2,32003.0,2,,2,Conventional:First Lien,4,3,1,29820,2904.0,7,2,,Ethnicity Not Available,,2,1,1705,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,98.5,150.14,8888,,,,2105,1854.0,4586.25,,4.0,6.875,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,25,3,,3,360,2,9,5,6,205000,32003003305.0,4,,,83900,
3,WA,10,C,3,4612,,,8888,,,695000,,,2,3,13.57,,2,53041.0,2,,2,VA:First Lien,4,3,1,99999,13551.05,7,2,,Ethnicity Not Available,,2,1,1270,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,93.74,8888,,,,2243,10084.5,23440.99,,4.0,6.875,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,42,2,,3,360,2,9,5,6,635000,53041971800.0,4,,,86000,
3,WI,10,C,2,4334,,,8888,,,185000,,,2,3,12.57,,2,55021.0,2,,2,FHA:First Lien,4,3,1,31540,3569.61,7,2,,Ethnicity Not Available,,2,1,1102,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,65.11,8888,,,,1675,2270.61,9190.04,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,45,2,,3,360,2,9,5,6,185000,55021970500.0,4,,,117100,
3,TX,10,C,2,4953,,,8888,,,305000,,,2,3,51.83,,2,48329.0,2,,2,FHA:First Lien,4,3,1,33260,6450.19,7,2,,Ethnicity Not Available,,2,1,955,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,225.0,88.25,8888,,,,1368,4760.19,15538.54,,4.0,7.625,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,51,2,,3,360,2,9,5,6,295000,48329000402.0,4,,,105500,
3,MI,10,C,2,7371,,,8888,,,255000,,,2,3,50.06,,2,26081.0,2,,2,FHA:First Lien,4,3,1,24340,8596.92,7,2,,Ethnicity Not Available,,2,1,1928,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,7.0,76.31,8888,,,,2430,4909.42,14596.79,,4.0,7.125,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,63,2,,3,360,2,9,5,6,245000,26081013700.0,4,,,97500,
3,OR,10,C,3,5232,,,8888,,,625000,,,2,3,13.63,,2,41039.0,2,,2,VA:First Lien,4,3,1,21660,12193.75,7,2,,Ethnicity Not Available,,2,1,1909,6,,,,3,,Race Not Available,3,,,,549300JOT0D4J0SZIK67,7.0,1,9,,4,3,2023,1,,112.38,8888,,,,2773,12193.75,16889.25,,4.0,7.0,,2,3,Single Family (1-4 Units):Site-Built,,1,,2,,,,Sex Not Available,,3,42,2,,3,360,2,9,5,6,625000,41039000100.0,4,,,89100,
