age,mrthel,mortbnd,hhsex,wgt,homeeq,networth,nh_mort,lf,income,married
70,195000.0,0,2,3027.9561204634942,479000.0,762100.0,195000.0,0,38804.73446893787,2
70,213000.0,0,2,3054.9000651229826,645000.0,854300.0,213000.0,0,38264.27855711423,2
70,279000.0,0,2,3163.6377656935083,478000.0,678200.0,279000.0,0,36102.45490981964,2
70,549000.0,0,2,3166.228463262177,161000.0,279600.0,549000.0,0,33508.26653306613,2
70,223000.0,0,2,3235.6247147258646,542000.0,602600.0,223000.0,0,35561.998997995994,2
46,487000.0,0,1,236.63475408400458,93000.0,721800.0,487000.0,1,224829.65931863728,2
46,487000.0,0,1,245.84839801710018,93000.0,723800.0,487000.0,1,224829.65931863728,2
46,487000.0,0,1,253.1034770119427,93000.0,721400.0,487000.0,1,224829.65931863728,2
46,487000.0,0,1,252.90811794901987,93000.0,724300.0,487000.0,1,224829.65931863728,2
46,487000.0,0,1,253.81131150645962,93000.0,722600.0,487000.0,1,224829.65931863728,2
68,0.0,0,1,678.8693074694265,629000.0,43597590.0,0.0,0,445335.67134268535,1
68,0.0,0,1,671.8323703623448,570000.0,44451510.0,0.0,0,461549.3486973948,1
68,0.0,0,1,619.9533487808426,1270000.0,41056890.0,0.0,0,469115.73146292585,1
68,0.0,0,1,691.5135947966958,2190000.0,44730180.0,0.0,0,444254.7595190381,1
68,0.0,0,1,671.7729155681716,2150000.0,43740180.0,0.0,0,502623.9979959919,1
74,0.0,0,2,621.9488538943858,0.0,2203000.0,0.0,0,152408.56713426852,2
74,0.0,0,2,653.2911760285475,0.0,2006000.0,0.0,0,149165.83166332665,2
74,0.0,0,2,597.1690739714556,0.0,2000000.0,0.0,0,145923.09619238478,2
74,0.0,0,2,611.8923897958964,0.0,2354000.0,0.0,0,145923.09619238478,2
74,0.0,0,2,612.0693479154959,0.0,2000000.0,0.0,0,144842.18436873748,2
19,0.0,0,2,7191.481108679977,0.0,4100.0,0.0,1,56207.41482965932,1
19,0.0,0,2,7352.48720467721,0.0,5500.0,0.0,1,58369.238476953906,1
19,0.0,0,2,7270.703540673554,0.0,4500.0,0.0,1,61611.9739478958,1
19,0.0,0,2,7383.866596488243,0.0,5600.0,0.0,1,67016.53306613227,1
19,0.0,0,2,7330.537668639445,0.0,4500.0,0.0,1,59450.1503006012,1
74,111000.0,36000,1,3486.222887985491,589000.0,7232000.0,111000.0,0,283198.89779559115,1
74,112000.0,333000,1,3675.3832071356264,588000.0,6523000.0,112000.0,0,264066.75851703406,1
74,156000.0,134000,1,3839.7629768311913,544000.0,6371000.0,156000.0,0,272714.0531062124,1
74,149000.0,111000,1,3695.6583057346784,551000.0,7474000.0,149000.0,0,276821.51803607214,1
74,106000.0,267000,1,3530.778201558785,594000.0,6791170.0,106000.0,0,269687.5,1
52,0.0,0,1,58.66907603843963,5950000.0,70669800.0,0.0,1,13435733.967935871,1
52,0.0,0,1,57.86339894680526,5920000.0,73429800.0,0.0,1,14019426.352705412,1
52,0.0,0,1,58.18272060893567,5940000.0,76810800.0,0.0,1,13349261.022044089,1
52,0.0,0,1,59.451973116722435,5960000.0,73633800.0,0.0,1,14462600.200400801,1
52,0.0,0,1,59.19887069018463,6370000.0,74328800.0,0.0,1,13468161.32264529,1
60,0.0,0,2,2459.293217566148,0.0,1500.0,0.0,0,39993.7374749499,2
60,0.0,0,2,2472.8364155937998,0.0,1500.0,0.0,0,39993.7374749499,2
60,0.0,0,2,2435.5703354368648,0.0,1500.0,0.0,0,38912.825651302606,2
60,0.0,0,2,2476.151192937278,0.0,1500.0,0.0,0,39993.7374749499,2
60,0.0,0,2,2441.12812922322,0.0,1500.0,0.0,0,39993.7374749499,2
43,400000.0,0,1,3550.9413483100734,2000000.0,6406100.0,400000.0,1,670165.3306613227,1
43,400000.0,0,1,3645.393884725729,2000000.0,6405100.0,400000.0,1,670165.3306613227,1
43,400000.0,0,1,3789.185845712552,2000000.0,6405200.0,400000.0,1,670165.3306613227,1
43,400000.0,0,1,3639.1057309419775,2000000.0,11266200.0,400000.0,1,670165.3306613227,1
43,400000.0,0,1,2203.16836073048,2000000.0,22666100.0,400000.0,1,670165.3306613227,1
67,95000.0,0,1,7792.679093056645,255000.0,211350.0,95000.0,1,43236.47294589179,1
67,95000.0,0,1,7003.49169885031,255000.0,214350.0,95000.0,1,43236.47294589179,1
67,95000.0,0,1,7158.27555679317,255000.0,215250.0,95000.0,1,43236.47294589179,1
67,95000.0,0,1,7408.690446454459,255000.0,212950.0,95000.0,1,43236.47294589179,1
67,95000.0,0,1,7082.994739438186,255000.0,213150.0,95000.0,1,43236.47294589179,1
46,180000.0,0,1,1823.1367549731253,291000.0,324500.0,180000.0,1,211858.71743486973,2
46,180000.0,0,1,1643.7730847615671,291000.0,323500.0,180000.0,1,211858.71743486973,2
46,180000.0,0,1,1723.3107210767726,291000.0,324500.0,180000.0,1,211858.71743486973,2
46,180000.0,0,1,1778.579779687817,291000.0,324500.0,180000.0,1,211858.71743486973,2
46,180000.0,0,1,1613.7292722171596,291000.0,324500.0,180000.0,1,211858.71743486973,2
51,0.0,0,2,6265.227623408862,0.0,1320.0,0.0,1,42155.561122244486,2
51,0.0,0,2,6259.518781948848,0.0,9420.0,0.0,1,35670.09018036072,2
51,0.0,0,2,6296.717403782173,0.0,2120.0,0.0,1,45398.29659318637,2
51,0.0,0,2,6276.211110143882,0.0,5220.0,0.0,1,51883.76753507014,2
51,0.0,0,2,6272.771190597536,0.0,2020.0,0.0,1,43236.47294589179,2
77,0.0,0,1,3681.559296658824,0.0,217000.0,0.0,0,18915.956913827657,2
77,0.0,0,1,3487.096023311659,0.0,153240.0,0.0,0,18915.956913827657,2
77,0.0,0,1,2111.2501744959864,0.0,106000.0,0.0,0,21942.51002004008,2
77,0.0,0,1,2143.147385272881,0.0,95000.0,0.0,0,23239.604208416833,2
77,0.0,0,1,2194.231996549065,0.0,66200.0,0.0,0,32643.537074148295,2
57,115000.0,0,2,4004.2661923563783,385000.0,422190.0,115000.0,1,58369.238476953906,2
57,162000.0,0,2,6010.719396117265,338000.0,364200.0,162000.0,1,59450.1503006012,2
57,111000.0,0,2,6214.2784758809785,389000.0,410781.0,111000.0,1,59450.1503006012,2
57,98000.0,0,2,6054.5048226974295,402000.0,419981.0,98000.0,1,59450.1503006012,2
57,152000.0,0,2,6133.281260817186,348000.0,363281.0,152000.0,1,59450.1503006012,2
30,0.0,0,2,18445.54849556913,0.0,-163980.0,0.0,1,113495.74148296592,1
30,0.0,0,2,17881.63483791398,0.0,-166590.0,0.0,1,116738.47695390781,1
30,0.0,0,2,18238.611944055243,0.0,-164530.0,0.0,1,119981.2124248497,1
30,0.0,0,2,18054.486858589407,0.0,-168190.0,0.0,1,108091.18236472947,1
30,0.0,0,2,17999.906087410924,0.0,-160770.0,0.0,1,119981.2124248497,1
56,22000.0,0,1,3426.3787546928265,278000.0,292790.0,22000.0,1,55126.503006012026,1
56,22000.0,0,1,3162.4438974529003,278000.0,291190.0,22000.0,1,51883.76753507014,1
56,22000.0,0,1,3266.924316616246,278000.0,290090.0,22000.0,1,46479.208416833666,1
56,22000.0,0,1,3234.728015513988,278000.0,293460.0,22000.0,1,54045.59118236473,1
56,22000.0,0,1,3187.5712848240355,278000.0,289900.0,22000.0,1,33508.26653306613,1
70,0.0,0,1,1776.9519045098082,13000.0,22750.0,0.0,0,22699.148296593186,1
70,0.0,0,1,1765.4366742921272,13000.0,29150.0,0.0,0,21618.236472945893,1
70,0.0,0,1,1798.737901885782,13000.0,27250.0,0.0,0,22699.148296593186,1
70,0.0,0,1,1761.6116904552407,13000.0,27350.0,0.0,0,22699.148296593186,1
70,0.0,0,1,1792.6142779563131,13000.0,25250.0,0.0,0,21618.236472945893,1
57,0.0,0,1,8217.213868243784,561000.0,1051200.0,0.0,0,81068.3867735471,1
57,0.0,0,1,8247.743941819832,462000.0,950200.0,0.0,0,81068.3867735471,1
57,0.0,0,1,8878.060200571068,542000.0,1030100.0,0.0,0,81068.3867735471,1
57,0.0,0,1,8468.1683071829,500000.0,989100.0,0.0,0,81068.3867735471,1
57,0.0,0,1,9015.093225257735,574000.0,1063200.0,0.0,0,81068.3867735471,1
32,0.0,0,2,22814.84416519937,0.0,44000.0,0.0,1,49721.94388777555,2
32,0.0,0,2,22114.85991960587,0.0,44000.0,0.0,1,49721.94388777555,2
32,0.0,0,2,22343.582707728798,0.0,43000.0,0.0,1,49721.94388777555,2
32,0.0,0,2,22309.37321903819,0.0,44000.0,0.0,1,49721.94388777555,2
32,0.0,0,2,22114.676900947838,0.0,44000.0,0.0,1,49721.94388777555,2
46,108000.0,0,2,2680.1403691074524,92000.0,84500.0,108000.0,1,86472.94589178357,2
46,108000.0,0,2,2561.24904839545,92000.0,83500.0,108000.0,1,86472.94589178357,2
46,108000.0,0,2,2615.6384228043826,92000.0,84500.0,108000.0,1,86472.94589178357,2
46,108000.0,0,2,2612.8531139251836,92000.0,84500.0,108000.0,1,86472.94589178357,2
46,108000.0,0,2,2576.8246080739873,92000.0,83600.0,108000.0,1,86472.94589178357,2
75,0.0,0,1,445.84818684013527,1810000.0,46867500.0,0.0,1,1887272.0440881765,1
75,0.0,0,1,445.45134497818174,1870000.0,41904600.0,0.0,1,1929427.605210421,1
75,0.0,0,1,449.1377795924441,2130000.0,37359600.0,0.0,1,1902404.8096192384,1
75,0.0,0,1,454.2483076083372,1210000.0,44014600.0,0.0,1,1890514.7795591182,1
75,0.0,0,1,453.2115604765655,1490000.0,40889500.0,0.0,1,1941317.635270541,1
52,0.0,0,1,3424.987204048939,475000.0,3435200.0,0.0,1,306978.95791583165,1
52,0.0,0,1,3753.298922246365,475000.0,3418200.0,0.0,1,306978.95791583165,1
52,0.0,0,1,4073.2895578616785,475000.0,3388200.0,0.0,1,308059.869739479,1
52,0.0,0,1,3647.50480566638,475000.0,3449200.0,0.0,1,306978.95791583165,1
52,0.0,0,1,3529.1493775339213,475000.0,3405200.0,0.0,1,308059.869739479,1
62,30000.0,0,1,20117.990097100504,45000.0,82900.0,30000.0,0,57288.32665330661,1
62,30000.0,0,1,18778.053292202872,45000.0,79100.0,30000.0,0,57288.32665330661,1
62,30000.0,0,1,19062.18732969943,45000.0,80100.0,30000.0,0,57288.32665330661,1
62,30000.0,0,1,18989.536385412954,45000.0,78500.0,30000.0,0,57288.32665330661,1
62,30000.0,0,1,18857.19436914429,45000.0,78450.0,30000.0,0,57288.32665330661,1
63,150000.0,0,1,6933.537335532109,750000.0,2391000.0,150000.0,1,324273.5470941884,1
63,150000.0,0,1,8164.245833172405,750000.0,2421310.0,150000.0,1,324273.5470941884,1
63,150000.0,0,1,3509.894616544761,750000.0,4316000.0,150000.0,1,324273.5470941884,1
63,150000.0,0,1,7006.14154999675,750000.0,1957700.0,150000.0,1,324273.5470941884,1
63,150000.0,0,1,3041.47801256415,750000.0,3692000.0,150000.0,1,324273.5470941884,1
57,0.0,0,1,47.86585116948099,10000000.0,86456000.0,0.0,1,3480536.0721442886,1
57,0.0,0,1,47.44788337022656,10000000.0,85555000.0,0.0,1,3956137.274549098,1
57,0.0,0,1,47.81970610352538,10000000.0,90737000.0,0.0,1,3069789.579158317,1
57,0.0,0,1,48.78929385210064,10000000.0,90256000.0,0.0,1,3772382.2645290582,1
57,0.0,0,1,48.14878108993303,10000000.0,85915000.0,0.0,1,4680348.196392786,1
41,0.0,0,2,4083.8250436945905,0.0,2620.0,0.0,1,42155.561122244486,2
41,0.0,0,2,3995.2529153865266,0.0,3310.0,0.0,1,42155.561122244486,2
41,0.0,0,2,4024.661616699725,0.0,5020.0,0.0,1,42155.561122244486,2
41,0.0,0,2,4023.4574220883055,0.0,3670.0,0.0,1,42155.561122244486,2
41,0.0,0,2,3977.8495128330774,0.0,5820.0,0.0,1,42155.561122244486,2
19,0.0,0,1,13312.145306589071,0.0,520.0,0.0,0,12970.941883767535,2
19,0.0,0,1,13413.744495253271,0.0,140.0,0.0,0,12970.941883767535,2
19,0.0,0,1,13412.09201584004,0.0,60.0,0.0,0,12970.941883767535,2
19,0.0,0,1,13551.77465574484,0.0,50.0,0.0,0,12970.941883767535,2
19,0.0,0,1,13444.977243366428,0.0,230.0,0.0,0,12970.941883767535,2
51,0.0,0,1,1971.002732900298,0.0,-700.0,0.0,1,71340.18036072144,1
51,0.0,0,1,1932.7158134171405,0.0,-330.0,0.0,1,58369.238476953906,1
51,0.0,0,1,1936.310289894764,0.0,-680.0,0.0,1,54045.59118236473,1
51,0.0,0,1,1986.8052139909305,0.0,-400.0,0.0,1,54045.59118236473,1
51,0.0,0,1,1931.4586933854716,0.0,-570.0,0.0,1,46479.208416833666,1
62,0.0,0,2,6286.050114312942,0.0,432700.0,0.0,1,43236.47294589179,2
62,0.0,0,2,6334.197005029628,0.0,430700.0,0.0,1,43236.47294589179,2
62,0.0,0,2,6728.015371137122,0.0,430700.0,0.0,1,43236.47294589179,2
62,0.0,0,2,6512.002193323305,0.0,431700.0,0.0,1,43236.47294589179,2
62,0.0,0,2,6846.320337186165,0.0,430700.0,0.0,1,43236.47294589179,2
68,0.0,0,1,7701.619617374456,280000.0,2720900.0,0.0,0,95120.24048096192,1
68,0.0,0,1,9064.83025655668,280000.0,2626900.0,0.0,0,95120.24048096192,1
68,0.0,0,1,6496.480098993112,280000.0,2593500.0,0.0,0,96201.15230460922,1
68,0.0,0,1,7777.5575026171455,280000.0,2751900.0,0.0,0,96201.15230460922,1
68,0.0,0,1,7005.480571290723,280000.0,2625000.0,0.0,0,95120.24048096192,1
23,0.0,0,1,11364.335765691869,0.0,7760.0,0.0,1,43236.47294589179,2
23,0.0,0,1,11744.93441408544,0.0,12070.0,0.0,1,43236.47294589179,2
23,0.0,0,1,11388.43762357899,0.0,8460.0,0.0,1,60531.0621242485,2
23,0.0,0,1,11723.022028711715,0.0,8570.0,0.0,1,44317.38476953908,2
23,0.0,0,1,11469.061251432151,0.0,10760.0,0.0,1,45398.29659318637,2
52,248000.0,0,1,7928.480146933112,272000.0,357500.0,248000.0,1,324273.5470941884,1
52,248000.0,0,1,7959.114378522574,272000.0,355500.0,248000.0,1,324273.5470941884,1
52,248000.0,0,1,8568.952108693942,272000.0,367500.0,248000.0,1,324273.5470941884,1
52,248000.0,0,1,8176.28308901258,272000.0,358500.0,248000.0,1,324273.5470941884,1
52,248000.0,0,1,8702.898526914398,272000.0,385500.0,248000.0,1,324273.5470941884,1
42,30000.0,0,2,12353.762728111233,50000.0,87400.0,30000.0,1,70259.26853707415,2
42,30000.0,0,2,11673.56843471785,50000.0,75500.0,30000.0,1,59450.1503006012,2
42,30000.0,0,2,11698.784926794542,50000.0,111100.0,30000.0,1,70259.26853707415,2
42,30000.0,0,2,11905.854315260854,50000.0,96400.0,30000.0,1,56207.41482965932,2
42,30000.0,0,2,11556.930656949062,50000.0,102000.0,30000.0,1,69178.35671342685,2
42,638000.0,0,1,3472.2396888298513,2862000.0,4876500.0,638000.0,1,717725.4509018036,1
42,549000.0,0,1,3571.504774162788,2951000.0,5633500.0,549000.0,1,910127.755511022,1
42,500000.0,0,1,3720.901216556302,3000000.0,5002500.0,500000.0,1,806360.2204408818,1
42,657000.0,0,1,3575.5627463383435,2843000.0,4884000.0,657000.0,1,938231.4629258517,1
42,574000.0,0,1,3496.2443789737795,2926000.0,5267000.0,574000.0,1,775013.7775551102,1
50,260000.0,0,1,2229.843401386446,440000.0,445800.0,260000.0,1,54045.59118236473,2
50,260000.0,0,1,2237.1105642672796,440000.0,445900.0,260000.0,1,54045.59118236473,2
50,260000.0,0,1,2405.644253493649,440000.0,445800.0,260000.0,1,54045.59118236473,2
50,260000.0,0,1,2296.9002560764006,440000.0,445900.0,260000.0,1,54045.59118236473,2
50,260000.0,0,1,2441.797333348282,440000.0,445800.0,260000.0,1,54045.59118236473,2
49,0.0,0,1,3943.842102147218,0.0,24000.0,0.0,1,36751.00200400801,1
49,0.0,0,1,3950.961260095515,0.0,23000.0,0.0,1,43236.47294589179,1
49,0.0,0,1,3965.318233976281,0.0,23700.0,0.0,1,42155.561122244486,1
49,0.0,0,1,3975.1767848336704,0.0,23400.0,0.0,1,54045.59118236473,1
49,0.0,0,1,3956.87832720898,0.0,24200.0,0.0,1,29184.619238476953,1
55,0.0,0,1,1708.5699344366967,0.0,14100.0,0.0,1,54045.59118236473,1
55,0.0,0,1,1717.8161439184382,0.0,16200.0,0.0,1,52964.67935871743,1
55,0.0,0,1,1691.3292022558949,0.0,15100.0,0.0,1,54045.59118236473,1
55,0.0,0,1,1719.789842799462,0.0,8700.0,0.0,1,54045.59118236473,1
55,0.0,0,1,1695.5618158119098,0.0,21600.0,0.0,1,54045.59118236473,1
67,0.0,0,2,44.50783570481887,8120000.0,42184000.0,0.0,1,6409807.114228457,1
67,0.0,0,2,44.486182698995314,7890000.0,39706000.0,0.0,1,5977442.384769539,1
67,0.0,0,2,44.69035268036243,8310000.0,40400000.0,0.0,1,5999060.621242485,1
67,0.0,0,2,45.24084594302681,7430000.0,37500000.0,0.0,1,6409807.114228457,1
67,0.0,0,2,45.27786571509524,7880000.0,36154000.0,0.0,1,6615180.360721443,1
60,73000.0,0,1,6379.966908442844,577000.0,615000.0,73000.0,1,9728.206412825652,2
60,48000.0,0,1,6367.7649006977035,602000.0,640000.0,48000.0,1,4539.829659318637,2
60,68000.0,0,1,6937.712325922985,582000.0,620000.0,68000.0,1,1621.3677354709419,2
60,98000.0,0,1,6528.140313225381,552000.0,590000.0,98000.0,1,8647.294589178357,2
60,118000.0,0,1,7033.59649555941,532000.0,570000.0,118000.0,1,4972.194388777555,2
52,162000.0,0,2,15976.033409517675,78000.0,158900.0,162000.0,1,171864.97995991984,1
52,162000.0,0,2,15168.372018560196,78000.0,159900.0,162000.0,1,172945.89178356715,1
52,162000.0,0,2,15267.453909502156,78000.0,157900.0,162000.0,1,171864.97995991984,1
52,162000.0,0,2,15445.759919529528,78000.0,157900.0,162000.0,1,171864.97995991984,1
52,162000.0,0,2,15100.382570344746,78000.0,157900.0,162000.0,1,171864.97995991984,1
69,0.0,0,2,2200.10466891319,63000.0,350430.0,0.0,0,16213.677354709418,1
69,0.0,0,2,2107.9188379590587,63000.0,106020.0,0.0,0,15132.765531062125,1
69,0.0,0,2,2240.3474586850784,63000.0,219800.0,0.0,0,16213.677354709418,1
69,0.0,0,2,2198.553414490417,63000.0,115220.0,0.0,0,16213.677354709418,1
69,0.0,0,2,2234.627459372125,63000.0,149820.0,0.0,0,15132.765531062125,1
73,0.0,0,1,2731.849271333644,0.0,20690.0,0.0,1,48641.03206412826,2
73,0.0,0,1,2760.468902843181,0.0,21090.0,0.0,1,46479.208416833666,2
73,0.0,0,1,2721.643222498934,0.0,21390.0,0.0,1,46479.208416833666,2
73,0.0,0,1,2741.0547010251785,0.0,21400.0,0.0,1,45398.29659318637,2
73,0.0,0,1,2694.10147371541,0.0,17900.0,0.0,1,46479.208416833666,2
68,0.0,0,2,11561.956936064651,0.0,100.0,0.0,0,12970.941883767535,2
68,0.0,0,2,11618.511930548275,0.0,100.0,0.0,0,12970.941883767535,2
68,0.0,0,2,11444.8069205528,0.0,100.0,0.0,0,14051.85370741483,2
68,0.0,0,2,11627.513617341583,0.0,100.0,0.0,0,12970.941883767535,2
68,0.0,0,2,11473.950819842441,0.0,100.0,0.0,0,14051.85370741483,2
36,0.0,0,2,2273.918527303622,100000.0,101300.0,0.0,1,3891.2825651302605,2
36,0.0,0,2,2177.2331888676144,100000.0,215300.0,0.0,1,3891.2825651302605,2
36,0.0,0,2,2159.631879710885,100000.0,154300.0,0.0,1,3891.2825651302605,2
36,0.0,0,2,2168.0405617071156,100000.0,145300.0,0.0,1,3891.2825651302605,2
36,0.0,0,2,2140.247591935036,100000.0,77300.0,0.0,1,3891.2825651302605,2
53,0.0,0,2,1702.1611032999335,0.0,5000.0,0.0,1,10809.118236472947,2
53,0.0,0,2,1714.2739284511013,0.0,5400.0,0.0,1,10809.118236472947,2
53,0.0,0,2,1691.150199231725,0.0,6320.0,0.0,1,10809.118236472947,2
53,0.0,0,2,1726.5871517184441,0.0,5100.0,0.0,1,10809.118236472947,2
53,0.0,0,2,1691.092643214993,0.0,5100.0,0.0,1,10809.118236472947,2
81,38000.0,0,2,8848.222012717359,112000.0,1167030.0,38000.0,0,75663.82765531063,2
81,38000.0,0,2,8876.439684604675,112000.0,1031930.0,38000.0,0,75663.82765531063,2
81,38000.0,0,2,9558.893174248242,112000.0,985230.0,38000.0,0,81068.3867735471,2
81,38000.0,0,2,9111.483228725276,112000.0,970130.0,38000.0,0,79987.4749498998,2
81,38000.0,0,2,9707.94511451034,112000.0,971430.0,38000.0,0,74582.91583166333,2
61,0.0,0,2,10811.89924482333,0.0,20700.0,0.0,1,86472.94589178357,2
61,0.0,0,2,10916.744385828963,0.0,20800.0,0.0,1,86472.94589178357,2
61,0.0,0,2,10949.730378872571,0.0,20700.0,0.0,1,86472.94589178357,2
61,0.0,0,2,10827.93725605608,0.0,20700.0,0.0,1,86472.94589178357,2
61,0.0,0,2,10912.562624502225,0.0,20800.0,0.0,1,86472.94589178357,2
55,702000.0,0,1,2441.205231953261,1098000.0,6288100.0,582000.0,1,1020380.7615230461,1
55,702000.0,0,1,2676.3890876155815,1098000.0,6272100.0,582000.0,1,1020380.7615230461,1
55,702000.0,0,1,2901.7287758107786,1098000.0,6289100.0,582000.0,1,1020380.7615230461,1
55,702000.0,0,1,2599.617943472439,1098000.0,6285100.0,582000.0,1,1020380.7615230461,1
55,702000.0,0,1,2514.475570990585,1098000.0,6270900.0,582000.0,1,1020380.7615230461,1
61,1780000.0,0,1,61.14209100560165,1620000.0,55896000.0,1780000.0,1,5577505.01002004,1
61,1680000.0,0,1,60.09268007187781,1830000.0,237280300.0,1680000.0,1,5923396.793587174,1
61,1730000.0,0,1,61.850442988622845,2180000.0,55022000.0,1730000.0,1,5804496.492985972,1
61,1690000.0,0,1,61.76013584536319,2020000.0,97542200.0,1690000.0,1,5880160.320641283,1
61,1760000.0,0,1,60.47478258719376,1700000.0,223326000.0,1760000.0,1,5458604.709418838,1
56,353000.0,0,1,10625.088825930688,247000.0,921100.0,353000.0,1,281037.0741482966,1
56,353000.0,0,1,10664.565070410748,247000.0,919730.0,353000.0,1,281037.0741482966,1
56,353000.0,0,1,11479.581734823252,247000.0,919780.0,353000.0,1,281037.0741482966,1
56,353000.0,0,1,10949.579979227105,247000.0,917530.0,353000.0,1,281037.0741482966,1
56,353000.0,0,1,11656.769292884579,247000.0,918830.0,353000.0,1,281037.0741482966,1
39,400000.0,0,1,2794.6533747848,400000.0,800000.0,400000.0,1,255095.19038076152,1
39,401000.0,0,1,3269.3420985681737,399000.0,799000.0,401000.0,1,256176.10220440885,1
39,401000.0,0,1,2345.3689520596063,399000.0,799000.0,401000.0,1,262661.5731462926,1
39,401000.0,0,1,2782.4853588966084,399000.0,799000.0,401000.0,1,256176.10220440885,1
39,400000.0,0,1,2522.936745433171,400000.0,801000.0,400000.0,1,232396.04208416832,1
50,0.0,0,2,3338.286076153924,75000.0,75090.0,0.0,0,22699.148296593186,1
50,0.0,0,2,3342.4145691281906,45000.0,45670.0,0.0,0,23780.06012024048,1
50,0.0,0,2,3332.0775829540194,60000.0,60220.0,0.0,0,22699.148296593186,1
50,0.0,0,2,3343.553832521585,65000.0,65005.0,0.0,0,21618.236472945893,1
50,0.0,0,2,3331.801475566379,60000.0,61900.0,0.0,0,23780.06012024048,1
57,0.0,0,1,4359.835708423756,0.0,4097000.0,0.0,1,297250.75150300603,1
57,0.0,0,1,4760.392537587365,0.0,4097000.0,0.0,1,297250.75150300603,1
57,0.0,0,1,5193.188885465196,0.0,4098000.0,0.0,1,297250.75150300603,1
57,0.0,0,1,4609.1412007106355,0.0,4098000.0,0.0,1,297250.75150300603,1
57,0.0,0,1,4492.652747128154,0.0,4098000.0,0.0,1,297250.75150300603,1
39,0.0,0,2,1811.3241626528707,0.0,-54320.0,0.0,1,64854.70941883767,2
39,0.0,0,2,1842.8456281026738,0.0,-54320.0,0.0,1,64854.70941883767,2
39,0.0,0,2,1819.5422543921509,0.0,-54320.0,0.0,1,64854.70941883767,2
39,0.0,0,2,1829.647506137161,0.0,-54320.0,0.0,1,64854.70941883767,2
39,0.0,0,2,1823.9413112839186,0.0,-54320.0,0.0,1,64854.70941883767,2
25,0.0,0,1,9295.586079529705,0.0,12980.0,0.0,1,63773.79759519038,1
25,0.0,0,1,9011.40326179376,0.0,1700.0,0.0,1,57288.32665330661,1
25,0.0,0,1,9191.30094384721,0.0,27960.0,0.0,1,103767.53507014028,1
25,0.0,0,1,9098.51158701353,0.0,24640.0,0.0,1,59450.1503006012,1
25,0.0,0,1,9071.005749662116,0.0,-2970.0,0.0,1,36751.00200400801,1
54,100000.0,0,2,12344.429829820621,225000.0,242800.0,100000.0,1,79987.4749498998,2
54,100000.0,0,2,11796.829568722073,225000.0,241800.0,100000.0,1,81068.3867735471,2
54,100000.0,0,2,12047.341005965376,225000.0,247800.0,100000.0,1,81068.3867735471,2
54,100000.0,0,2,12034.512181620968,225000.0,247800.0,100000.0,1,79987.4749498998,2
54,100000.0,0,2,11868.568872277998,225000.0,241800.0,100000.0,1,81068.3867735471,2
58,105000.0,0,1,13485.96149390996,155000.0,155900.0,105000.0,0,127547.59519038076,1
58,105000.0,0,1,12952.29484375311,155000.0,160900.0,105000.0,0,126466.68336673347,1
58,105000.0,0,1,13130.16168011774,155000.0,160900.0,105000.0,0,126466.68336673347,1
58,105000.0,0,1,13068.371962067484,155000.0,150000.0,105000.0,0,127547.59519038076,1
58,105000.0,0,1,13001.056236495273,155000.0,157900.0,105000.0,0,127547.59519038076,1
34,0.0,0,1,7543.271574875798,0.0,-17495.0,0.0,1,6485.470941883767,2
34,0.0,0,1,7844.334908243152,0.0,-24495.0,0.0,1,6485.470941883767,2
34,0.0,0,1,7729.076272029119,0.0,-27595.0,0.0,1,6485.470941883767,2
34,0.0,0,1,7550.835015672024,0.0,-9480.0,0.0,1,6485.470941883767,2
34,0.0,0,1,7873.599541913289,0.0,-8490.0,0.0,1,6485.470941883767,2
63,0.0,0,2,10739.797982152038,240000.0,412500.0,0.0,1,136194.8897795591,2
63,0.0,0,2,10314.802551527046,240000.0,413500.0,0.0,1,136194.8897795591,2
63,0.0,0,2,10456.450137510685,240000.0,413500.0,0.0,1,136194.8897795591,2
63,0.0,0,2,10407.242738428791,240000.0,413500.0,0.0,1,136194.8897795591,2
63,0.0,0,2,10353.634599773339,240000.0,413500.0,0.0,1,136194.8897795591,2
65,2050000.0,0,1,126.24093634908226,2450000.0,9803500.0,2050000.0,1,2561761.022044088,2
65,2050000.0,0,1,132.4786141846826,2450000.0,9820500.0,2050000.0,1,2777943.386773547,2
65,2050000.0,0,1,138.83275083325913,2450000.0,9820500.0,2050000.0,1,2669852.2044088175,2
65,2050000.0,0,1,132.66963205702035,2450000.0,9348500.0,2050000.0,1,3167071.6432865732,2
65,2050000.0,0,1,128.5224884657819,2450000.0,9803500.0,2050000.0,1,3253544.589178357,2
58,0.0,0,1,1707.5384376190427,2080000.0,10354000.0,0.0,1,1189003.0060120241,1
58,0.0,0,1,1819.4080444003291,1830000.0,12147000.0,0.0,1,1221430.3607214428,1
58,0.0,0,1,1897.9603164143396,1780000.0,14706000.0,0.0,1,1189003.0060120241,1
58,0.0,0,1,1824.4768623715638,1810000.0,11836000.0,0.0,1,1232239.478957916,1
58,0.0,0,1,1719.6961246124786,1770000.0,9472000.0,0.0,1,1124148.2965931864,1
50,0.0,0,1,7584.873581140922,0.0,28221.0,0.0,0,30265.53106212425,1
50,0.0,0,1,7643.219738703355,0.0,27321.0,0.0,0,25941.88376753507,1
50,0.0,0,1,7644.151200734345,0.0,28321.0,0.0,0,22699.148296593186,1
