AGE_HEAD,AGE_WIFE,BEHIND_ON_MORTGAGE,BEST_INCOME,CC_ANNUAL_2018,CC_WEEKLY_2018,DEFAULT,DRMI,DRMI_COMMON,DRMI_COMMON_W,DRMI_W,DSV_ANNUAL,DSV_ANNUAL_W,DSV_COMMON,DSV_COMMON_W,DSV_FULL,DSV_FULL_W,DTI_PROXY,DTI_PROXY_V2,DTI_PROXY_W,EAD,FAMILY_ID,FAMILY_INCOME,FORECLOSURE,HAS_MORTGAGE,HEAD_EMPLOY_MENTION1,HEAD_EMPLOY_MENTION2,HEAD_EMPLOY_MENTION3,HOME_VALUE,HOME_VALUE_W,IS_HOMEMAKER,LOG_DRMI_COMMON,LOG_DSV_COMMON,LOG_HOME_VALUE,LOG_MORTGAGE_BALANCE,LOG_WIFE_WAGES_SALARY_RAW,LTV,LTV_W,MARITAL_STATUS,MONTHLY_INCOME,MORTGAGE_BALANCE,MORTGAGE_BALANCE_W,MORTGAGE_PAYMENT_MO,N_CHILDREN,OWN_RENT,RE_BUFFER,STATE,WIFE_EMPLOY_MENTION1,WIFE_EMPLOY_MENTION2,WIFE_EMPLOY_MENTION3,WIFE_HAS_WAGES,WIFE_HRS_ADULT_CARE,WIFE_HRS_ADULT_CARE_W,WIFE_HRS_CHILDCARE,WIFE_HRS_CHILDCARE_W,WIFE_HRS_HOUSEWORK,WIFE_HRS_HOUSEWORK_W,WIFE_WAGES_SALARY_RAW,WIFE_WAGES_SALARY_RAW_W,YEAR
62.0,56.0,5,115000.0,12255.23,235.6775,0.0,0.7282108108108107,0.3563405405405405,0.3563405405405405,0.7282108108108107,53887.6,53887.6,26369.2,26369.2,53887.6,53887.6,,0.2504347826086956,,370000.0,4434.0,0,0,1,1.0,0,0,450000.0,450000.0,0,0.3047902940806582,10.179989863694756,13.017005083966255,12.821260987319455,11.652696102959752,0.8222222222222222,0.8222222222222222,1,0.0,370000.0,370000.0,2400,0,1,53887.6,4,1.0,0,0,1,0.0,0.0,10.0,10.0,20.0,20.0,115000.0,115000.0,2019
46.0,42.0,5,125000.0,7829.639999999999,150.57,0.0,1.7641866666666666,1.3514511111111112,1.3514511111111112,1.7641866666666666,63510.72,63510.72,48652.24,48652.24,63510.72,63510.72,,0.144,,180000.0,4436.0,0,0,1,1.0,0,0,938000.0,938000.0,0,0.8550326316748735,10.792473683546644,13.751506294085877,12.100717685412471,11.736077016252436,0.1918976545842217,0.1918976545842217,1,0.0,180000.0,180000.0,1500,3,1,63510.72,31,1.0,0,0,1,0.0,0.0,50.0,50.0,8.0,8.0,125000.0,125000.0,2019
62.0,56.0,5,7000.0,12255.23,235.6775,0.0,0.9761977528089888,0.3556157303370786,0.3556157303370786,0.9761977528089888,34752.64,34752.64,12659.92,12659.92,34752.64,34752.64,,1.8857142857142857,,178000.0,4443.0,0,0,1,4.0,0,0,568000.0,568000.0,0,0.304255764650001,9.446275362884068,13.24987845826512,12.08954444723597,8.853808274977197,0.3133802816901408,0.3133802816901408,1,0.0,178000.0,178000.0,1100,0,1,34752.64,4,1.0,0,0,1,0.0,0.0,0.0,0.0,14.0,14.0,7000.0,7000.0,2019
36.0,35.0,5,,8775.0,168.75,0.0,6.686011428571429,6.261988571428571,6.261988571428571,6.686011428571429,187208.32,187208.32,175335.68,175335.68,187208.32,187208.32,,,,140000.0,4462.0,0,0,1,1.0,0,0,230000.0,230000.0,1,1.982653699241053,12.074463290322043,12.345838935721968,11.849404844423074,0.0,0.6086956521739131,0.6086956521739131,1,0.0,140000.0,140000.0,900,3,1,187208.32,2,6.0,0,0,5,0.0,0.0,168.0,168.0,40.0,40.0,0.0,0.0,2019
42.0,39.0,5,53000.0,,,0.0,0.7635536656891495,0.6961137829912022,0.6961137829912022,0.7635536656891495,52074.35999999999,52074.35999999999,47474.95999999999,47474.95999999999,52074.35999999999,52074.35999999999,,0.3606792452830188,,341000.0,4467.0,0,0,1,1.0,0,0,500000.0,500000.0,0,0.5283396241471747,10.767978756645078,13.122365377402328,12.739640688812674,10.87806606028079,0.682,0.682,1,0.0,341000.0,341000.0,1593,1,1,52074.35999999999,9,1.0,0,0,1,10.0,10.0,30.0,30.0,12.0,12.0,53000.0,53000.0,2019
42.0,39.0,5,60000.0,,,0.0,0.4483799999999999,0.369375,0.369375,0.4483799999999999,46631.52,46631.52,38415.0,38415.0,46631.52,46631.52,,0.9,,520000.0,4476.0,0,0,1,1.0,0,0,950000.0,950000.0,0,0.3143544313675939,10.556229318461034,13.76421831620775,13.161586013632684,11.002116507732016,0.5473684210526316,0.5473684210526316,1,0.0,520000.0,520000.0,4500,3,1,46631.52,13,1.0,0,0,1,0.0,0.0,30.0,30.0,15.0,15.0,60000.0,60000.0,2019
29.0,24.0,5,38000.0,6674.2,128.35,0.0,0.2650142857142857,0.1211089285714285,0.1211089285714285,0.2650142857142857,11872.64,11872.64,5425.68,5425.68,11872.64,11872.64,,0.4105263157894737,,224000.0,4478.0,0,0,1,1.0,0,0,425000.0,425000.0,0,0.1143183102625723,8.59908280788786,12.959846800844964,12.319405795112926,10.545367754151744,0.5270588235294118,0.5270588235294118,1,0.0,224000.0,224000.0,1300,0,1,11872.64,41,1.0,0,0,1,0.0,0.0,0.0,0.0,6.0,6.0,38000.0,38000.0,2019
55.0,57.0,5,65000.0,13757.38,264.565,0.0,2.808866666666667,1.8883366666666668,1.8883366666666668,2.808866666666667,67412.8,67412.8,45320.08,45320.08,67412.8,67412.8,,0.1916307692307692,,120000.0,4481.0,0,0,1,4.0,0,0,250000.0,250000.0,0,1.060680788566884,10.721527545396391,12.429220196836384,11.695255355062796,11.082157933374816,0.48,0.48,1,0.0,120000.0,120000.0,1038,2,1,67412.8,37,1.0,0,0,1,28.0,28.0,4.0,4.0,10.0,10.0,65000.0,65000.0,2019
29.0,30.0,5,70000.0,13757.38,264.565,0.0,2.161092631578948,1.5858631578947369,1.5858631578947369,2.161092631578948,82121.52,82121.52,60262.8,60262.8,82121.52,82121.52,,0.2888571428571428,,190000.0,4482.0,0,0,1,1.0,0,0,290000.0,290000.0,0,0.9500593624355148,11.006486870769107,12.577639650232571,12.154784614286667,11.156264806643742,0.6551724137931034,0.6551724137931034,1,0.0,190000.0,190000.0,1685,1,1,82121.52,37,1.0,7,0,1,0.0,0.0,40.0,40.0,30.0,30.0,70000.0,70000.0,2019
37.0,39.0,5,42000.0,13757.38,264.565,0.0,3.0006022222222226,2.5441288888888893,2.5441288888888893,3.0006022222222226,54010.84,54010.84,45794.32000000001,45794.32000000001,54010.84,54010.84,,0.2257142857142857,,90000.0,4495.0,0,0,1,1.0,0,0,200000.0,200000.0,0,1.265292400278167,10.731937181475082,12.206077645517674,11.407576060361786,10.645448706505872,0.45,0.45,1,0.0,90000.0,90000.0,790,2,1,54010.84,37,1.0,0,0,1,0.0,0.0,40.0,40.0,14.0,14.0,42000.0,42000.0,2019
56.0,42.0,5,,12255.23,235.6775,0.0,0.4981484444444444,0.3138257777777777,0.3138257777777777,0.4981484444444444,44833.36,44833.36,28244.32,28244.32,44833.36,44833.36,,,,450000.0,4497.0,0,0,1,1.0,0,0,1800000.0,1400000.0,1,0.2729433220614775,10.248683059134024,14.151983508870948,13.017005083966255,0.0,0.25,0.25,1,0.0,450000.0,450000.0,3800,2,1,44833.36,4,6.0,0,0,5,3.0,3.0,8.0,8.0,20.0,20.0,0.0,0.0,2019
38.0,37.0,5,34000.0,6149.26,118.255,0.0,2.566234210526316,2.196452631578948,2.196452631578948,2.566234210526316,78013.52,78013.52,66772.16,66772.16,78013.52,78013.52,,0.2823529411764706,,152000.0,4538.0,0,0,1,1.0,0,0,191000.0,191000.0,0,1.1620416422751598,11.109056482375747,12.160033942617156,11.93164237875414,10.434145214930489,0.7958115183246073,0.7958115183246073,1,0.0,152000.0,152000.0,800,2,1,78013.52,23,1.0,0,0,1,20.0,20.0,50.0,50.0,2.0,2.0,34000.0,34000.0,2019
42.0,40.0,5,,8905.0,171.25,0.0,2.3480954545454544,2.1399181818181816,2.1399181818181816,2.3480954545454544,103316.2,103316.2,94156.4,94156.4,103316.2,103316.2,,,,220000.0,4549.0,0,0,1,1.0,0,0,240000.0,240000.0,1,1.1441967428348772,11.452723128978583,12.388398368982116,12.301387370778713,0.0,0.9166666666666666,0.9166666666666666,1,0.0,220000.0,220000.0,1658,3,1,103316.2,36,6.0,0,0,5,0.0,0.0,70.0,70.0,40.0,40.0,0.0,0.0,2019
61.0,67.0,1,,7022.08,135.04,1.0,1.4030000000000002,0.9367666666666667,0.9367666666666667,1.4030000000000002,21886.800000000003,21886.800000000003,14613.56,14613.56,21886.800000000003,21886.800000000003,,,,78000.0,4553.0,0,5,1,5.0,0,0,85000.0,85000.0,0,0.6610199159745398,9.589773571036728,11.350418300109132,11.264476926102368,0.0,0.9176470588235294,0.9176470588235294,1,0.0,78000.0,78000.0,594,0,1,21886.800000000003,34,4.0,0,0,5,0.0,0.0,10.0,10.0,7.0,7.0,0.0,0.0,2019
72.0,67.0,5,520.0,,,0.0,1.5916333333333337,0.74646,0.74646,1.5916333333333337,38199.2,38199.2,17915.04,17915.04,38199.2,38199.2,,2.0,,120000.0,4561.0,0,0,1,4.0,0,0,400000.0,400000.0,0,0.5575908820537184,9.793451679965912,12.899222326086994,11.695255355062796,5.351858133476067,0.3,0.3,1,0.0,120000.0,120000.0,1883,0,1,38199.2,5,1.0,4,0,1,6.0,6.0,0.0,0.0,12.0,12.0,210.0,210.0,2019
46.0,42.0,5,98000.0,5655.0,108.75,0.0,0.7674439024390245,0.3767146341463414,0.3767146341463414,0.7674439024390245,12586.080000000002,12586.080000000002,6178.12,6178.12,12586.080000000002,12586.080000000002,,0.1591836734693877,,82000.0,4568.0,0,0,1,1.0,0,0,170000.0,170000.0,0,0.3196999609033961,8.728931145490625,12.04355959836804,11.31448672129398,11.49273296168228,0.4823529411764706,0.4823529411764706,1,0.0,82000.0,82000.0,1300,1,1,12586.080000000002,15,1.0,0,0,1,0.0,0.0,2.0,2.0,5.0,5.0,98000.0,98000.0,2019
44.0,43.0,5,,,,0.0,2.274811914893617,1.939434042553192,1.939434042553192,2.274811914893617,106916.16,106916.16,91153.4,91153.4,106916.16,106916.16,,,,235000.0,4570.0,0,0,1,1.0,0,0,800000.0,800000.0,1,1.0782170602866716,11.42031005102074,13.592368256649284,12.367345048436391,0.0,0.29375,0.29375,1,0.0,235000.0,235000.0,3200,3,1,106916.16,5,6.0,0,0,5,0.0,0.0,50.0,50.0,55.0,55.0,0.0,0.0,2019
39.0,35.0,5,33000.0,7269.340000000001,139.79500000000002,0.0,3.471433333333334,2.600928571428572,2.600928571428572,3.471433333333334,29160.040000000005,29160.040000000005,21847.800000000003,21847.800000000003,29160.040000000005,29160.040000000005,,0.272,,42000.0,4578.0,0,0,1,1.0,0,0,127000.0,127000.0,0,1.2811917487100992,9.991901279107116,11.751950239425476,10.645448706505872,10.404293143019792,0.3307086614173228,0.3307086614173228,1,0.0,42000.0,42000.0,748,2,1,29160.040000000005,32,1.0,0,0,1,0.0,0.0,10.0,10.0,15.0,15.0,33000.0,33000.0,2019
65.0,60.0,5,90000.0,,,0.0,1.3141142857142858,0.2583657142857143,0.2583657142857143,1.3141142857142858,45994.0,45994.0,9042.8,9042.8,45994.0,45994.0,,0.2,,175000.0,4583.0,0,0,1,1.0,0,0,450000.0,450000.0,0,0.2298138269089752,9.10983471904454,13.017005083966255,12.07254696717504,11.407576060361786,0.3888888888888889,0.3888888888888889,1,0.0,175000.0,175000.0,1500,0,1,45994.0,13,1.0,0,0,1,0.0,0.0,0.0,0.0,10.0,10.0,90000.0,90000.0,2019
36.0,38.0,5,30000.0,8775.0,168.75,0.0,1.6963440000000003,1.4185599999999998,1.4185599999999998,1.6963440000000003,101780.64,101780.64,85113.59999999999,85113.59999999999,101780.64,101780.64,,0.96,,300000.0,4599.0,0,0,1,1.0,0,0,750000.0,750000.0,0,0.8831723217389323,11.351753862713457,13.527829818844936,12.611541086966117,10.308985993422082,0.4,0.4,1,0.0,300000.0,300000.0,2400,2,1,101780.64,2,1.0,6,0,1,0.0,0.0,70.0,70.0,30.0,30.0,30000.0,30000.0,2019
33.0,31.0,5,30000.0,,,0.0,2.575087755102041,2.0596244897959184,2.0596244897959184,2.575087755102041,50471.72000000001,50471.72000000001,40368.64,40368.64,50471.72000000001,50471.72000000001,,0.54,,98000.0,4600.0,0,0,1,1.0,0,0,150000.0,150000.0,0,1.1182921926811276,10.60583329629422,11.918397239722838,11.49273296168228,10.308985993422082,0.6533333333333333,0.6533333333333333,1,0.0,98000.0,98000.0,1350,2,1,50471.72000000001,12,1.0,0,0,1,0.0,0.0,40.0,40.0,8.0,8.0,30000.0,30000.0,2019
70.0,71.0,5,,7269.340000000001,139.79500000000002,0.0,1.301104424778761,0.4801486725663717,0.4801486725663717,1.301104424778761,29404.96,29404.96,10851.36,10851.36,29404.96,29404.96,,,,113000.0,4601.0,0,0,1,4.0,0,0,500000.0,500000.0,0,0.3921425371675522,9.29213784683714,13.122365377402328,11.635151947212842,0.0,0.226,0.226,1,0.0,113000.0,113000.0,614,0,1,29404.96,32,4.0,0,0,5,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2019
67.0,59.0,1,,15340.0,295.0,1.0,5.702736,2.982096,2.982096,5.702736,28513.68,28513.68,14910.48,14910.48,28513.68,28513.68,,,,25000.0,4602.0,0,5,1,4.0,0,0,12500.0,50000.0,0,1.3818083138395965,9.609886665072722,10.819798284210286,10.12667110305036,0.0,2.0,1.054986222222222,1,0.0,25000.0,25000.0,297,0,1,28513.68,19,5.0,0,0,5,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,2019
58.0,49.0,5,73000.0,12255.23,235.6775,0.0,0.6595030000000001,0.339105,0.339105,0.6595030000000001,26380.120000000003,26380.120000000003,13564.2,13564.2,26380.120000000003,26380.120000000003,,0.3780821917808219,,200000.0,4607.0,0,0,1,1.0,0,0,450000.0,450000.0,0,0.2920014803635066,9.515262968810363,13.017005083966255,12.206077645517674,11.19822841866684,0.4444444444444444,0.4444444444444444,1,0.0,200000.0,200000.0,2300,0,1,26380.120000000003,4,1.0,0,0,1,0.0,0.0,0.0,0.0,15.0,15.0,73000.0,73000.0,2019
66.0,68.0,5,,7829.639999999999,150.57,0.0,0.3866007407407408,0.2344429629629629,0.2344429629629629,0.3866007407407408,20876.44,20876.44,12659.92,12659.92,20876.44,20876.44,,,,270000.0,4614.0,0,0,1,1.0,0,0,500000.0,500000.0,0,0.210619826194587,9.446275362884068,13.122365377402328,12.506180941677355,5.525452939131784,0.54,0.54,1,0.0,270000.0,270000.0,2300,0,1,20876.44,31,4.0,0,0,1,0.0,0.0,0.0,0.0,14.0,14.0,250.0,250.0,2019
35.0,42.0,5,120000.0,,,0.0,0.0838021052631579,0.0475936842105263,0.0475936842105263,0.1206836397619047,6368.96,6368.96,3617.12,3617.12,6368.96,6368.96,,0.28,,380000.0,4617.0,0,0,1,1.0,0,0,600000.0,600000.0,0,0.0464958048154975,8.193709832901066,13.304686600863562,12.847929163278051,11.695255355062796,0.6333333333333333,0.6333333333333333,1,0.0,380000.0,380000.0,2800,0,1,6368.96,9,1.0,0,0,1,0.0,0.0,0.0,0.0,4.0,4.0,120000.0,120000.0,2019
54.0,54.0,5,9000.0,3427.9700000000007,65.92250000000001,0.0,1.88833125,0.8057765625000002,0.8057765625000002,1.88833125,48341.280000000006,48341.280000000006,20627.880000000005,20627.880000000005,48341.280000000006,48341.280000000006,,1.7746666666666666,,128000.0,4622.0,0,0,1,1.0,0,0,550000.0,550000.0,0,0.5909907277949416,9.934447314722426,13.21767537538882,11.759793355371237,9.105090961257083,0.2327272727272727,0.2327272727272727,1,0.0,128000.0,128000.0,1331,0,1,48341.280000000006,22,1.0,0,0,1,6.0,6.0,0.0,0.0,15.0,15.0,9000.0,9000.0,2019
61.0,62.0,5,49000.0,5376.8,103.4,0.0,3.7750266666666654,1.7832533333333334,1.7832533333333334,3.7750266666666654,22650.16,22650.16,10699.52,10699.52,22650.16,22650.16,,0.110204081632653,,30000.0,4628.0,0,0,1,4.0,0,0,175000.0,175000.0,0,1.0236205072666105,9.278047617399988,12.07254696717504,10.308985993422082,10.799595985047786,0.1714285714285714,0.1714285714285714,1,0.0,30000.0,30000.0,450,0,1,22650.16,39,1.0,0,0,1,0.0,0.0,2.0,2.0,10.0,10.0,49000.0,49000.0,2019
65.0,65.0,5,1695.0,5982.599999999999,115.05,0.0,2.2823666666666664,1.2559444444444443,1.2559444444444443,2.2823666666666664,41082.6,41082.6,22607.0,22607.0,41082.6,41082.6,,2.0,,90000.0,4632.0,0,0,1,4.0,0,0,195000.0,195000.0,0,0.8135687076430759,10.02605910492431,12.180759965737863,11.407576060361786,7.436027816351848,0.4615384615384615,0.4615384615384615,1,0.0,90000.0,90000.0,500,0,1,41082.6,14,4.0,0,0,1,0.0,0.0,0.0,0.0,25.0,25.0,1695.0,1695.0,2019
34.0,31.0,5,47500.0,6804.2,130.85,0.0,2.8458560000000004,2.5103866666666668,2.5103866666666668,2.8458560000000004,85375.68000000001,85375.68000000001,75311.6,75311.6,85375.68000000001,85375.68000000001,,0.3284210526315789,,150000.0,4633.0,0,0,1,1.0,0,0,175000.0,175000.0,0,1.255726192853943,11.22940273046706,12.07254696717504,11.918397239722838,10.768506042432708,0.8571428571428571,0.8571428571428571,1,0.0,150000.0,150000.0,1300,2,1,85375.68000000001,48,1.0,0,0,1,0.0,0.0,80.0,80.0,10.0,10.0,47500.0,47500.0,2019
63.0,64.0,5,,9334.0,179.5,0.0,0.4653667731629393,0.2889073482428115,0.2889073482428115,0.4653667731629393,29131.96,29131.96,18085.6,18085.6,29131.96,29131.96,,,,313000.0,4654.0,0,0,1,1.0,0,0,466000.0,466000.0,1,0.2537948425860681,9.802926611581514,13.051943059028227,12.653961664405363,0.0,0.6716738197424893,0.6716738197424893,1,0.0,313000.0,313000.0,1450,0,1,29131.96,21,6.0,0,0,5,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,2019
60.0,60.0,9,,6490.38,124.815,0.0,34.276125,19.781125,19.781125,34.276125,54841.8,54841.8,31649.8,31649.8,54841.8,54841.8,,,,8000.0,4662.0,0,0,1,1.0,0,0,335000.0,335000.0,1,3.034045122800443,10.362518703714173,12.721888795877376,8.987321812850125,0.0,0.0238805970149253,0.0240485074626865,1,0.0,8000.0,8000.0,99999,0,1,54841.8,46,6.0,0,0,5,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,2019
45.0,44.0,5,,6668.4800000000005,128.24,0.0,8.645136842105265,7.665894736842106,7.665894736842106,8.645136842105265,49277.280000000006,49277.280000000006,43695.600000000006,43695.600000000006,49277.280000000006,49277.280000000006,,,,28500.0,4664.0,0,0,1,1.0,0,0,324000.0,324000.0,1,2.159395176560598,10.685025574853194,12.688501881189456,10.25769445336048,0.0,0.0879629629629629,0.0879629629629629,1,0.0,28500.0,28500.0,1681,6,1,49277.280000000006,10,6.0,0,0,5,0.0,0.0,20.0,20.0,30.0,30.0,0.0,0.0,2019
56.0,62.0,5,,7022.08,135.04,0.0,5.01254,1.80856,1.80856,5.01254,50125.4,50125.4,18085.6,18085.6,50125.4,50125.4,,,,50000.0,4680.0,0,0,1,4.0,0,0,120000.0,120000.0,0,1.032671896479436,9.802926611581514,11.695255355062796,10.819798284210286,0.0,0.4166666666666667,0.4166666666666667,1,0.0,50000.0,50000.0,607,0,1,50125.4,34,4.0,0,0,5,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,2019
32.0,32.0,5,15000.0,7022.08,135.04,0.0,3.4394343750000003,3.2950937500000004,3.2950937500000004,3.4394343750000003,88049.52,88049.52,84354.40000000001,84354.40000000001,88049.52,88049.52,,0.696,,128000.0,4686.0,0,0,1,1.0,0,0,150000.0,150000.0,0,1.4574733829046336,11.34279410489357,11.918397239722838,11.759793355371237,9.61587214452889,0.8533333333333334,0.8533333333333334,1,0.0,128000.0,128000.0,870,2,1,88049.52,34,1.0,6,0,1,0.0,0.0,80.0,80.0,20.0,20.0,15000.0,15000.0,2019
49.0,48.0,5,129000.0,11970.14,230.195,0.0,2.205954842000698,1.2138964211882837,1.2138964211882837,2.205954842000698,16433.04,16433.04,9042.8,9042.8,16433.04,16433.04,0.085953488372093,0.085953488372093,0.0935199999999999,37247.0,4692.0,129000,0,1,1.0,0,0,210000.0,210000.0,0,0.7947540496275992,9.10983471904454,12.25486757159303,10.52535353109111,9.99884318585288,0.1773666666666666,0.1773666666666666,1,10750.0,37247.0,37247.0,924,0,1,16433.04,45,1.0,0,0,1,0.0,0.0,0.0,0.0,10.0,10.0,22000.0,22000.0,2019
75.0,67.0,5,5200.0,9334.0,179.5,0.0,7.676294736842106,2.9169263157894743,2.9169263157894743,7.676294736842106,29169.92,29169.92,11084.320000000002,11084.320000000002,29169.92,29169.92,,0.2307692307692307,,19000.0,4716.0,0,0,1,1.0,4,0,80000.0,80000.0,0,1.3653072431178055,9.313376989473166,11.289794413577894,9.852246888342531,8.556606193773073,0.2375,0.2375,1,0.0,19000.0,19000.0,100,0,1,29169.92,21,4.0,1,0,1,5.0,5.0,3.0,3.0,3.0,3.0,5200.0,5200.0,2019
65.0,62.0,5,,8823.1,169.675,0.0,0.2904713375796178,0.0575974522292993,0.0575974522292993,0.2904713375796178,9120.8,9120.8,1808.56,1808.56,9120.8,9120.8,,,,157000.0,4717.0,0,0,1,4.0,1,0,350000.0,350000.0,0,0.0559997811007523,7.500839000785103,12.765691290604371,11.964007453736912,0.0,0.4485714285714285,0.4485714285714285,1,0.0,157000.0,157000.0,900,0,1,9120.8,42,4.0,0,0,5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2019
35.0,34.0,5,42000.0,,,0.0,2.356300869565217,2.115314782608696,2.115314782608696,2.356300869565217,54194.92,54194.92,48652.24,48652.24,54194.92,54194.92,,0.1942857142857142,,115000.0,4725.0,0,0,1,1.0,0,0,210000.0,210000.0,0,1.1363302009407896,10.792473683546644,12.25486757159303,11.652696102959752,10.645448706505872,0.5476190476190477,0.5476190476190477,1,0.0,115000.0,115000.0,680,3,1,54194.92,5,1.0,0,0,1,0.0,0.0,50.0,50.0,8.0,8.0,42000.0,42000.0,2019
32.0,32.0,5,74000.0,9334.0,179.5,0.0,0.2990301158301158,0.0698285714285714,0.0698285714285714,0.2990301158301158,15489.76,15489.76,3617.12,3617.12,15489.76,15489.76,,0.2745405405405405,,259000.0,4743.0,0,0,1,1.0,0,0,275000.0,275000.0,0,0.0674984220200845,8.193709832901066,12.524530013005734,12.464587201678082,11.211833885608511,0.9418181818181818,0.9418181818181818,1,0.0,259000.0,259000.0,1693,0,1,15489.76,21,1.0,0,0,1,0.0,0.0,0.0,0.0,4.0,4.0,74000.0,74000.0,2019
60.0,56.0,5,,7022.08,135.04,0.0,0.5256359281437126,0.3879293413173653,0.3879293413173653,0.5256359281437126,17556.24,17556.24,12956.84,12956.84,17556.24,17556.24,,,,167000.0,4745.0,0,0,1,4.0,1,0,260000.0,260000.0,0,0.3278129539569466,9.469456289349166,12.468440756144114,12.025755079404917,0.0,0.6423076923076924,0.6423076923076924,1,0.0,167000.0,167000.0,859,0,1,17556.24,34,4.0,0,0,5,0.0,0.0,8.0,8.0,7.0,7.0,0.0,0.0,2019
45.0,44.0,5,20500.0,12255.23,235.6775,0.0,1.0940985714285716,0.4763014285714286,0.4763014285714286,1.0940985714285716,30634.76000000001,30634.76000000001,13336.440000000002,13336.440000000002,30634.76000000001,30634.76000000001,,0.5168780487804878,,140000.0,4747.0,0,0,1,1.0,0,0,175000.0,175000.0,0,0.3895399252275776,9.4983303970057,12.07254696717504,11.849404844423074,9.928228944424577,0.8,0.8,1,0.0,140000.0,140000.0,883,1,1,30634.76000000001,4,1.0,0,0,1,0.0,0.0,3.0,3.0,12.0,12.0,20500.0,20500.0,2019
35.0,34.0,5,27000.0,5112.38,98.315,0.0,29.578640000000004,17.706,17.706,29.578640000000004,29578.640000000003,29578.640000000003,17706.0,17706.0,29578.640000000003,29578.640000000003,,0.2222222222222222,,5000.0,4748.0,0,0,1,1.0,0,0,10000.0,50000.0,0,2.92884432801236,9.781715320606216,10.819798284210286,8.517393171418904,10.203629181337648,0.5,0.5,1,0.0,5000.0,5000.0,500,2,1,29578.640000000003,3,1.0,6,0,1,0.0,0.0,5.0,5.0,15.0,15.0,27000.0,27000.0,2019
34.0,30.0,5,,,,0.0,1.7122090322580643,1.3850451612903227,1.3850451612903227,1.7122090322580643,106156.96,106156.96,85872.8,85872.8,106156.96,106156.96,,,,310000.0,4756.0,0,0,1,1.0,0,0,480000.0,480000.0,1,0.8692180597125273,11.360634055627887,13.081543466215235,12.644330802262578,0.0,0.6458333333333334,0.6458333333333334,1,0.0,310000.0,310000.0,2600,1,1,106156.96,9,6.0,0,0,5,0.0,0.0,60.0,60.0,40.0,40.0,0.0,0.0,2019
38.0,32.0,5,45000.0,,,0.0,1.1978504504504506,0.949936936936937,0.949936936936937,1.1978504504504506,53184.560000000005,53184.560000000005,42177.2,42177.2,53184.560000000005,53184.560000000005,,0.4,,222000.0,4763.0,0,0,1,1.0,0,0,325000.0,325000.0,0,0.6677970320203653,10.649658778868991,12.691583538230216,12.310437165348777,10.714439990727769,0.683076923076923,0.683076923076923,1,0.0,222000.0,222000.0,1500,4,1,53184.560000000005,5,1.0,0,0,1,0.0,0.0,40.0,40.0,10.0,10.0,45000.0,45000.0,2019
50.0,49.0,5,30000.0,7022.08,135.04,0.0,0.8156156424581007,0.483977653631285,0.483977653631285,0.8156156424581007,29199.040000000005,29199.040000000005,17326.4,17326.4,29199.040000000005,29199.040000000005,,0.632,,179000.0,4764.0,0,0,1,1.0,0,0,299000.0,299000.0,0,0.3947260864318701,9.760044342602496,12.608202196848836,12.095146671399466,10.308985993422082,0.5986622073578596,0.5986622073578596,1,0.0,179000.0,179000.0,1580,0,1,29199.040000000005,34,1.0,0,0,1,0.0,0.0,10.0,10.0,10.0,10.0,30000.0,30000.0,2019
56.0,49.0,5,,6668.4800000000005,128.24,0.0,0.6848041379310345,0.3689489655172414,0.3689489655172414,0.6848041379310345,19859.32,19859.32,10699.52,10699.52,19859.32,19859.32,,,,145000.0,4765.0,0,0,1,1.0,0,0,200000.0,200000.0,0,0.3140432669534771,9.278047617399988,12.206077645517674,11.884495917930655,,0.725,0.725,1,0.0,145000.0,145000.0,1000,1,1,19859.32,10,1.0,0,0,1,0.0,0.0,2.0,2.0,10.0,10.0,,,2019
38.0,41.0,5,77000.0,,,0.0,0.3001993548387097,0.2260154838709677,0.2260154838709677,0.3001993548387097,18612.36,18612.36,14012.96,14012.96,18612.36,18612.36,,0.3428571428571428,,310000.0,4766.0,0,0,1,1.0,0,0,370000.0,370000.0,0,0.2037694670190694,9.547809254637835,12.821260987319455,12.644330802262578,11.251573687764475,0.8378378378378378,0.8378378378378378,1,0.0,310000.0,310000.0,2200,1,1,18612.36,29,1.0,0,0,1,0.0,0.0,6.0,6.0,10.0,10.0,77000.0,77000.0,2019
34.0,33.0,5,70000.0,,,0.0,1.4226875,0.791245,0.791245,1.4226875,22763.0,22763.0,12659.92,12659.92,22763.0,22763.0,,0.1371428571428571,,80000.0,4768.0,0,0,1,4.0,0,0,160000.0,160000.0,0,0.5829109088095239,9.446275362884068,11.982935344196433,11.289794413577894,11.156264806643742,0.5,0.5,1,0.0,80000.0,80000.0,800,0,1,22763.0,13,1.0,0,0,1,0.0,0.0,0.0,0.0,14.0,14.0,70000.0,70000.0,2019
