FAMILY_ID_2019,STATE_2019,STATE_CURRENT_2019,N_IN_FU,AGE_HEAD,SEX_HEAD,AGE_WIFE,SEX_WIFE,N_CHILDREN,AGE_YOUNGEST_CHILD,MARITAL_STATUS,OWN_RENT,HOME_VALUE,HAS_MORTGAGE,MORTGAGE_BALANCE,MORTGAGE_PAYMENT_MO,MORTGAGE_RATE_TYPE,MORTGAGE_INT_RATE,BEHIND_ON_MORTGAGE,FORECLOSURE,HEAD_EMPLOY_MENTION1,HEAD_EMPLOY_MENTION2,HEAD_EMPLOY_MENTION3,HEAD_WEEKS_EMPLOYED,HEAD_HOURS_LAST_YEAR,HEAD_HOURS_PER_WEEK,WIFE_IN_FU,WIFE_EMPLOY_MENTION1,WIFE_EMPLOY_MENTION2,WIFE_EMPLOY_MENTION3,WIFE_WEEKS_EMPLOYED,WIFE_HOURS_LAST_YEAR,WIFE_HRS_HOUSEWORK,WIFE_HRS_PERSONAL_CARE,WIFE_HRS_SHOPPING,WIFE_HRS_CHILDCARE,WIFE_HRS_ADULT_CARE,WIFE_HRS_VOLUNTEER,WIFE_HRS_EDUCATION,WIFE_HRS_LEISURE,WIFE_HAS_WAGES,WIFE_WAGES_SALARY_RAW,WIFE_BONUS_AMT,WIFE_OVERTIME_AMT,WIFE_OTHER_LABOR_INC,WIFE_WORK_WEEKS_2018,WIFE_WEEKLY_HOURS_2018,HEAD_LABOR_INC_2018,WIFE_WAGES_CLEAN,WIFE_LABOR_INC_TOTAL,FAMILY_INCOME_2018,YEAR,DSV_ANNUAL,RE_BUFFER,EAD,DRMI,LTV,IS_HOMEMAKER,DEFAULT,MONTHLY_INCOME,DTI_PROXY,DSV_COMMON,DSV_FULL,DRMI_COMMON,DRMI_W,DRMI_COMMON_W,DSV_COMMON_W,DSV_FULL_W,DSV_ANNUAL_W,MORTGAGE_BALANCE_W,HOME_VALUE_W,LTV_W,DTI_PROXY_W,WIFE_HRS_HOUSEWORK_W,WIFE_HRS_CHILDCARE_W,WIFE_HRS_ADULT_CARE_W,WIFE_WAGES_SALARY_RAW_W,LOG_DRMI_COMMON,LOG_DSV_COMMON,LOG_MORTGAGE_BALANCE,LOG_HOME_VALUE,LOG_WIFE_WAGES_SALARY_RAW,BEST_INCOME,DTI_PROXY_V2,FAMILY_INCOME_2018_SCALED,STATE_ABBR,CC_WEEKLY_2018,CC_ANNUAL_2018,LOG_CC_ANNUAL
2684.0,4,6,4,49.0,1,49.0,2,2,15,1,1,640000.0,1,430000.0,3000,1,3.0,5,0,1.0,0,0,52,28.0,28.0,1,1.0,0,0,52,32.0,14.0,7.0,7.0,21.0,0.0,1.0,0.0,21.0,1,140000.0,0,0,0,1111.0,32.0,,0.0,0.0,0,2019,42988.4,42988.4,430000.0,0.4998651162790697,0.671875,0,0.0,0.0,,30055.48,42988.4,0.3494823255813953,0.4998651162790697,0.3494823255813953,30055.48,42988.4,42988.4,430000.0,640000.0,0.671875,,14.0,21.0,0.0,140000.0,0.2997210563774808,10.310833557315265,12.971542813248435,13.369225017834632,11.849404844423074,140000.0,0.2571428571428572,0,CA,235.6775,12255.23,9.413789658122825
2695.0,13,18,5,42.0,1,41.0,2,3,8,1,1,210000.0,1,85000.0,981,1,3.0,5,0,1.0,0,0,52,50.0,50.0,1,1.0,0,0,52,30.0,20.0,30.0,20.0,100.0,0.0,2.0,0.0,10.0,5,0.0,0,0,0,1111.0,30.0,,,0.0,0,2019,146915.6,146915.6,85000.0,8.642094117647058,0.4047619047619047,0,0.0,0.0,,100921.6,146915.6,5.936564705882352,8.642094117647058,5.936564705882352,100921.6,146915.6,146915.6,85000.0,210000.0,0.4047619047619047,,20.0,100.0,0.0,0.0,1.93680665281379,11.522109165403712,11.350418300109132,12.25486757159303,0.0,,,0,IA,,,
2697.0,4,6,4,43.0,1,37.0,2,2,10,1,1,800000.0,1,200000.0,2500,1,2.0,5,0,1.0,0,0,52,50.0,50.0,1,1.0,0,0,52,45.0,14.0,2.0,2.0,12.0,0.0,1.0,2.0,10.0,1,80000.0,999999,0,0,1111.0,55.0,,0.0,0.0,0,2019,26295.36,26295.36,200000.0,0.657384,0.25,0,0.0,0.0,,22600.24,26295.36,0.565006,0.657384,0.565006,22600.24,26295.36,26295.36,200000.0,800000.0,0.25,,14.0,12.0,0.0,80000.0,0.447889657850582,10.02576005101186,12.206077645517674,13.592368256649284,11.289794413577894,80000.0,0.375,0,CA,235.6775,12255.23,9.413789658122825
2699.0,23,28,2,57.0,1,54.0,2,0,0,1,1,140000.0,1,89000.0,800,1,4.0,5,0,1.0,0,0,52,60.0,60.0,1,1.0,0,0,52,30.0,12.0,8.0,3.0,8.0,0.0,0.0,0.0,7.0,1,27000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,27542.320000000003,27542.320000000003,89000.0,1.5473213483146069,0.6357142857142857,0,0.0,0.0,,17478.24,27542.320000000003,0.981923595505618,1.5473213483146069,0.981923595505618,17478.24,27542.320000000003,27542.320000000003,89000.0,140000.0,0.6357142857142857,,12.0,8.0,0.0,27000.0,0.684067885974857,9.76876917000345,11.39640288460621,11.849404844423074,10.203629181337648,27000.0,0.3555555555555555,0,MO,118.255,6149.26,8.724249636329706
2705.0,42,48,2,38.0,1,42.0,2,0,0,1,1,260000.0,1,250000.0,1600,1,3.0,5,0,1.0,0,0,52,50.0,50.0,1,1.0,6,0,52,40.0,30.0,15.0,4.0,0.0,0.0,1.0,0.0,25.0,1,23000.0,0,0,0,1111.0,40.0,,,0.0,0,2019,44465.72,44465.72,250000.0,0.8893144000000001,0.9615384615384616,0,0.0,0.0,,27128.4,44465.72,0.542568,0.8893144000000001,0.542568,27128.4,44465.72,44465.72,250000.0,260000.0,0.9615384615384616,,30.0,0.0,0.0,23000.0,0.4334485601044908,10.208373289669389,12.429220196836384,12.468440756144114,10.043292972227004,23000.0,0.8347826086956521,0,UT,169.675,8823.1,9.085241893598045
2718.0,5,8,3,54.0,1,57.0,2,0,0,1,1,140000.0,1,25000.0,475,1,98.0,5,0,1.0,0,0,52,45.0,40.0,1,1.0,6,0,52,45.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,1,25000.0,0,0,0,1111.0,45.0,,0.0,0.0,0,2019,27128.4,27128.4,25000.0,5.425680000000001,0.1785714285714285,0,0.0,0.0,,13564.2,27128.4,2.7128400000000004,5.425680000000001,2.7128400000000004,13564.2,27128.4,27128.4,25000.0,140000.0,0.1785714285714285,,15.0,0.0,0.0,25000.0,1.3117970824269802,9.515262968810363,10.12667110305036,11.849404844423074,10.12667110305036,25000.0,0.2279999999999999,0,CO,,,
2723.0,20,25,2,70.0,1,68.0,2,0,0,1,1,350000.0,1,140000.0,700,1,3.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,1,41000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,20993.44,20993.44,140000.0,0.7497657142857144,0.4,0,0.0,0.0,,9042.8,20993.44,0.3229571428571429,0.7497657142857144,0.3229571428571429,9042.8,20993.44,20993.44,140000.0,350000.0,0.4,,10.0,0.0,0.0,41000.0,0.2798694906981797,9.10983471904454,11.849404844423074,12.765691290604371,10.62135173563291,41000.0,0.2048780487804878,0,MI,163.37,8495.24,9.047378991670307
2739.0,34,39,4,46.0,1,44.0,2,2,13,1,1,225000.0,1,100000.0,1100,1,4.0,5,0,1.0,7,0,52,40.0,40.0,1,1.0,0,0,52,32.0,168.0,168.0,168.0,15.0,0.0,168.0,0.0,168.0,1,50000.0,0,0,0,1111.0,32.0,,0.0,0.0,0,2019,474734.52,474734.52,100000.0,23.736726,0.4444444444444444,0,0.0,0.0,,164344.44,474734.52,8.217222,23.736726,8.217222,164344.44,229643.7259999996,229643.7259999996,100000.0,225000.0,0.4444444444444444,,68.69999999999891,15.0,0.0,50000.0,2.221073690649642,12.009725833042708,11.51293546492023,12.323860125621126,10.819798284210286,50000.0,0.2639999999999999,0,OK,135.04,7022.08,8.856957147237528
2741.0,5,8,4,46.0,1,44.0,2,2,15,1,1,400000.0,1,270000.0,1917,1,3.0,5,0,1.0,6,0,52,50.0,40.0,1,1.0,6,0,52,40.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,15.0,1,61178.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,15450.76,15450.76,270000.0,0.2861251851851852,0.675,0,0.0,0.0,,9042.8,15450.76,0.1674592592592592,0.2861251851851852,0.1674592592592592,9042.8,15450.76,15450.76,270000.0,400000.0,0.675,,10.0,0.0,0.0,61178.0,0.1548298142426319,9.10983471904454,12.506180941677355,12.899222326086994,11.021559272360458,61178.0,0.376017522638857,0,CO,,,
2747.0,32,37,2,68.0,1,64.0,2,0,0,1,1,155000.0,1,8000.0,936,1,4.0,5,0,4.0,0,0,0,0.0,0.0,1,4.0,1,0,52,15.0,25.0,30.0,4.0,0.0,0.0,0.0,0.0,25.0,1,35000.0,0,0,0,1111.0,50.0,,0.0,0.0,0,2019,53508.52,53508.52,8000.0,33.442825,0.0516129032258064,0,0.0,0.0,,22607.0,53508.52,14.129375,33.442825,14.129375,22607.0,53508.52,53508.52,8000.0,155000.0,0.0516129032258064,,25.0,0.0,0.0,35000.0,2.716638218288744,10.02605910492431,8.987321812850125,11.951186847493476,10.463131911491969,35000.0,0.3209142857142857,0,ND,139.79500000000002,7269.340000000001,8.891558336971825
2749.0,0,0,2,29.0,1,36.0,1,0,0,1,1,325000.0,1,315000.0,1170,2,1.0,5,0,1.0,0,0,52,58.0,45.0,1,1.0,0,0,52,58.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,20.0,1,89000.0,0,0,0,1111.0,63.0,,0.0,0.0,0,2019,9081.8,9081.8,315000.0,0.1441555555555555,0.9692307692307692,0,0.0,0.0,,1808.56,9081.8,0.0287073015873015,0.1441555555555555,0.0424779727272726,1808.56,9081.8,9081.8,315000.0,325000.0,0.9692307692307692,,2.0,0.0,0.0,89000.0,0.0416005451891976,7.500839000785103,12.660331092405906,12.691583538230216,11.39640288460621,89000.0,0.157752808988764,0,,,,
2758.0,31,36,2,64.0,1,61.0,2,0,0,1,1,63000.0,1,10000.0,434,1,5.0,5,0,4.0,0,0,15,40.0,0.0,1,1.0,6,0,52,38.0,35.0,20.0,15.0,0.0,0.0,0.0,0.0,20.0,1,40000.0,0,0,0,1111.0,38.0,,0.0,0.0,0,2019,63884.6,63884.6,10000.0,31.9423,0.1587301587301587,0,0.0,0.0,,31649.8,63884.6,15.8249,31.9423,15.8249,31649.8,63884.6,63884.6,10000.0,63000.0,0.1587301587301587,,35.0,0.0,0.0,40000.0,2.8228599319767245,10.362518703714173,9.210440366976515,11.050905878263569,10.59665973278358,40000.0,0.1301999999999999,0,NC,150.57,7829.639999999999,8.965799522553892
2761.0,39,45,2,77.0,1,67.0,2,0,0,1,1,350000.0,1,190000.0,1400,1,5.0,5,0,4.0,0,0,0,0.0,0.0,1,4.0,0,0,0,0.0,15.0,12.0,10.0,0.0,0.0,0.0,0.0,10.0,5,0.0,0,0,0,0.0,0.0,0.0,520.0,0.0,0,2019,33848.36,33848.36,190000.0,0.8907463157894737,0.5428571428571428,0,0.0,0.0,,13564.2,33848.36,0.3569526315789474,0.8907463157894737,0.3569526315789474,13564.2,33848.36,33848.36,190000.0,350000.0,0.5428571428571428,,15.0,0.0,0.0,0.0,0.3052414735219952,9.515262968810363,12.154784614286667,12.765691290604371,0.0,,,0,SD,103.4,5376.8,8.590034647591372
2766.0,22,27,6,30.0,1,33.0,2,4,1,1,1,150000.0,1,130000.0,950,1,4.0,5,0,7.0,1,0,52,7.0,7.0,1,1.0,0,0,52,40.0,10.0,6.0,8.0,30.0,0.0,2.0,0.0,10.0,1,54000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,46865.52,46865.52,130000.0,1.80252,0.8666666666666667,0,0.0,0.0,,33893.6,46865.52,1.3036,1.80252,1.3036,33893.6,46865.52,46865.52,130000.0,150000.0,0.8666666666666667,,10.0,30.0,0.0,54000.0,0.8344731166503803,10.43101098864482,11.775297421715829,11.918397239722838,10.896757843893464,54000.0,0.2111111111111111,0,MS,65.92250000000001,3427.9700000000007,8.140015203518262
2767.0,20,25,3,53.0,1,48.0,2,1,11,1,1,250000.0,1,225000.0,1548,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,20.0,15.0,8.0,45.0,10.0,2.0,0.0,20.0,1,58000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,88245.04,88245.04,225000.0,1.9610008888888888,0.9,0,0.0,0.0,,67134.6,88245.04,1.49188,1.9610008888888888,1.49188,67134.6,88245.04,88245.04,225000.0,250000.0,0.9,,20.0,45.0,10.0,58000.0,0.9130374456726632,11.11446973368293,12.323860125621126,12.429220196836384,10.968215530759236,58000.0,0.3202758620689655,0,MI,163.37,8495.24,9.047378991670307
2777.0,31,36,2,56.0,1,62.0,2,0,0,1,1,340000.0,1,275000.0,1667,1,6.0,5,0,1.0,0,0,52,40.0,40.0,1,3.0,0,0,0,0.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,30.0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2019,15489.76,15489.76,275000.0,0.281632,0.8088235294117647,0,0.0,0.0,,9042.8,15489.76,0.1644145454545454,0.281632,0.1644145454545454,9042.8,15489.76,15489.76,275000.0,340000.0,0.8088235294117647,,10.0,0.0,0.0,0.0,0.1522184246135639,9.10983471904454,12.524530013005734,12.73670383776449,0.0,,,0,NC,150.57,7829.639999999999,8.965799522553892
2778.0,9,12,2,64.0,1,50.0,2,0,0,1,1,245000.0,1,176000.0,1100,1,98.0,5,0,1.0,0,0,52,42.0,40.0,1,1.0,0,0,52,80.0,14.0,15.0,1.0,0.0,0.0,2.0,0.0,3.0,1,108000.0,0,0,0,1111.0,70.0,,0.0,0.0,0,2019,27167.4,27167.4,176000.0,0.7718011363636365,0.7183673469387755,0,0.0,0.0,,12659.92,27167.4,0.3596568181818181,0.7718011363636365,0.3596568181818181,12659.92,27167.4,27167.4,176000.0,245000.0,0.7183673469387755,,14.0,0.0,0.0,108000.0,0.3072323283327813,9.446275362884068,12.07824495582233,12.409017571151187,11.58989576532275,108000.0,0.1222222222222222,0,GA,,,
2780.0,9,12,2,62.0,1,55.0,2,0,0,1,1,260000.0,1,112000.0,1100,1,5.0,5,0,1.0,5,0,52,50.0,50.0,1,1.0,0,0,52,40.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1,50000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,9986.080000000002,9986.080000000002,112000.0,0.4458071428571429,0.4307692307692308,0,0.0,0.0,,4521.400000000001,9986.080000000002,0.2018482142857143,0.4458071428571429,0.2018482142857143,4521.400000000001,9986.080000000002,9986.080000000002,112000.0,260000.0,0.4307692307692308,,5.0,0.0,0.0,50000.0,0.1838605505068071,8.416798105361082,11.6262630788088,12.468440756144114,10.819798284210286,50000.0,0.2639999999999999,0,GA,,,
2781.0,45,51,4,53.0,1,46.0,2,2,7,1,1,300000.0,1,230000.0,1300,1,4.0,5,0,1.0,0,0,52,60.0,55.0,1,1.0,0,0,52,40.0,15.0,7.0,7.0,16.0,0.0,0.0,0.0,7.0,1,32000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,39750.880000000005,39750.880000000005,230000.0,0.8641495652173914,0.7666666666666667,0,0.0,0.0,,26817.96,39750.880000000005,0.5829991304347826,0.8641495652173914,0.5829991304347826,26817.96,39750.880000000005,39750.880000000005,230000.0,300000.0,0.7666666666666667,,15.0,16.0,0.0,32000.0,0.4593212315839943,10.196864379051757,12.345838935721968,12.611541086966117,10.373522431293592,32000.0,0.4875,0,WA,230.195,11970.14,9.390254032112397
2788.0,26,31,2,68.0,1,54.0,2,0,0,1,1,120000.0,1,50000.0,550,1,98.0,5,0,4.0,6,0,0,0.0,0.0,1,1.0,0,0,52,48.0,21.0,7.0,3.0,0.0,0.0,2.0,0.0,21.0,1,28000.0,0,0,0,1111.0,48.0,,0.0,0.0,0,2019,28149.68,28149.68,50000.0,2.814968,0.4166666666666667,0,0.0,0.0,,18989.88,28149.68,1.898988,2.814968,1.898988,18989.88,28149.68,28149.68,50000.0,120000.0,0.4166666666666667,,21.0,0.0,0.0,28000.0,1.0643617105725518,9.8517141429117,10.819798284210286,11.695255355062796,10.239995502805316,28000.0,0.2357142857142857,0,NV,,,
2797.0,4,6,3,42.0,1,46.0,2,1,3,1,1,800000.0,1,650000.0,2000,1,4.0,5,0,1.0,0,0,52,55.0,40.0,1,1.0,0,0,49,50.0,1.0,28.0,10.0,28.0,0.0,0.0,7.0,20.0,1,,999999,0,0,1111.0,50.0,,30.0,0.0,0,2019,58851.0,58851.0,650000.0,0.4527,0.8125,0,0.0,0.0,,24098.36,58851.0,0.1853719999999999,0.4527,0.1853719999999999,24098.36,58851.0,58851.0,650000.0,800000.0,0.8125,,1.0,28.0,0.0,,0.1700566493738823,10.089940563109533,13.384729180332174,13.592368256649284,,,,0,CA,235.6775,12255.23,9.413789658122825
2798.0,13,18,2,45.0,1,45.0,2,0,0,1,1,450000.0,1,350000.0,2300,1,4.0,5,0,1.0,0,0,52,50.0,40.0,1,1.0,0,0,52,30.0,20.0,10.0,8.0,0.0,0.0,0.0,0.0,20.0,1,20000.0,0,0,0,1111.0,30.0,,0.0,0.0,0,2019,34674.64,34674.64,350000.0,0.495352,0.7777777777777778,0,0.0,0.0,,18085.6,34674.64,0.2583657142857143,0.495352,0.2583657142857143,18085.6,34674.64,34674.64,350000.0,450000.0,0.7777777777777778,,20.0,0.0,0.0,20000.0,0.2298138269089752,9.802926611581514,12.765691290604371,13.017005083966255,9.90353755128617,20000.0,1.38,0,IA,,,
2800.0,4,6,4,34.0,1,28.0,2,2,1,1,1,220000.0,1,98000.0,800,1,3.0,5,0,1.0,0,0,52,65.0,60.0,1,1.0,0,0,12,25.0,30.0,15.0,7.0,35.0,0.0,0.0,0.0,5.0,1,4000.0,0,0,0,0.0,0.0,,410.0,0.0,0,2019,76288.16,76288.16,98000.0,3.89225306122449,0.4454545454545454,0,0.0,0.0,,56121.0,76288.16,2.863316326530612,3.89225306122449,2.863316326530612,56121.0,76288.16,76288.16,98000.0,220000.0,0.4454545454545454,,30.0,35.0,0.0,4000.0,1.3515259665678938,10.935283171500128,11.49273296168228,12.301387370778713,8.294299608857235,4000.0,2.0,0,CA,235.6775,12255.23,9.413789658122825
2803.0,41,47,2,32.0,1,30.0,2,0,0,1,1,350000.0,1,250000.0,1600,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,20.0,1,58000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,29248.96,29248.96,250000.0,0.5849792,0.7142857142857143,0,0.0,0.0,,10851.36,29248.96,0.2170272,0.5849792,0.2170272,10851.36,29248.96,29248.96,250000.0,350000.0,0.7142857142857143,,12.0,0.0,0.0,58000.0,0.1964111637967163,9.29213784683714,12.429220196836384,12.765691290604371,10.968215530759236,58000.0,0.3310344827586207,0,TX,128.35,6674.2,8.8061544453664
2809.0,42,48,4,51.0,1,48.0,2,2,12,1,1,310000.0,1,250000.0,2200,1,3.0,5,0,1.0,0,0,52,60.0,60.0,1,3.0,0,0,52,20.0,30.0,20.0,20.0,20.0,0.0,0.0,10.0,20.0,1,2000.0,0,0,0,1111.0,20.0,,0.0,0.0,0,2019,80646.8,80646.8,250000.0,1.612936,0.8064516129032258,0,0.0,0.0,,43695.600000000006,80646.8,0.8739120000000001,1.612936,0.8739120000000001,43695.600000000006,80646.8,80646.8,250000.0,310000.0,0.8064516129032258,,30.0,20.0,0.0,2000.0,0.6280282243358498,10.685025574853194,12.429220196836384,12.644330802262578,7.601402334583733,2000.0,2.0,0,UT,169.675,8823.1,9.085241893598045
2811.0,31,36,3,52.0,1,51.0,2,0,0,1,1,70000.0,1,115790.0,350,1,98.0,5,0,1.0,0,0,52,38.0,37.0,1,1.0,0,0,52,40.0,10.0,14.0,7.0,7.0,0.0,1.0,3.0,14.0,1,63000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,34104.200000000004,34104.200000000004,115790.0,1.4726746696605926,1.6541428571428571,0,0.0,0.0,,14841.319999999998,34104.200000000004,0.6408722687624147,1.4726746696605926,0.6408722687624147,14841.319999999998,34104.200000000004,34104.200000000004,115790.0,70000.0,1.054986222222222,,10.0,7.0,0.0,63000.0,0.4952279716393496,9.605237838734254,11.659542120893406,11.156264806643742,11.050905878263569,63000.0,0.0666666666666666,0,NC,150.57,7829.639999999999,8.965799522553892
2814.0,29,34,2,74.0,1,71.0,2,0,0,1,1,400000.0,1,44000.0,369,1,2.0,5,0,4.0,0,0,0,0.0,0.0,1,4.0,0,0,0,0.0,21.0,10.0,10.0,0.0,0.0,0.0,5.0,28.0,5,0.0,0,0,0,0.0,0.0,0.0,520.0,0.0,0,2019,37465.48,37465.48,44000.0,4.257440909090909,0.11,0,0.0,0.0,,18989.88,37465.48,2.157940909090909,4.257440909090909,2.157940909090909,18989.88,37465.48,37465.48,44000.0,400000.0,0.11,,21.0,0.0,0.0,0.0,1.1499202041608927,9.8517141429117,10.691967639914864,12.899222326086994,0.0,,,0,NM,,,
2816.0,32,37,2,64.0,1,62.0,2,0,0,1,1,550000.0,1,240000.0,1250,1,4.0,5,0,1.0,0,0,52,50.0,40.0,1,1.0,6,0,52,8.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,5,0.0,0,0,0,1111.0,8.0,520.0,,0.0,0,2019,19145.88,19145.88,240000.0,0.3988725,0.4363636363636363,0,0.0,0.0,,9042.8,19145.88,0.1883916666666666,0.3988725,0.1883916666666666,9042.8,19145.88,19145.88,240000.0,550000.0,0.4363636363636363,,10.0,0.0,0.0,0.0,0.1726008523524017,9.10983471904454,12.388398368982116,13.21767537538882,0.0,520.0,2.0,0,ND,139.79500000000002,7269.340000000001,8.891558336971825
2818.0,20,25,3,43.0,1,47.0,2,1,7,1,1,300000.0,1,215000.0,1500,1,98.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,12.0,4.0,2.0,20.0,0.0,6.0,0.0,12.0,1,,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,32922.23999999999,32922.23999999999,215000.0,0.7656334883720928,0.7166666666666667,0,0.0,0.0,,27418.56,32922.23999999999,0.6376409302325581,0.7656334883720928,0.6376409302325581,27418.56,32922.23999999999,32922.23999999999,215000.0,300000.0,0.7166666666666667,,12.0,20.0,0.0,,0.4932567490881112,10.2190119063063,12.278397958261774,12.611541086966117,,,,0,MI,163.37,8495.24,9.047378991670307
2820.0,29,34,3,45.0,1,44.0,2,1,16,1,1,229000.0,1,120000.0,1769,1,5.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,12.0,1,104000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,27362.4,27362.4,120000.0,1.1401,0.5240174672489083,0,0.0,0.0,,10851.36,27362.4,0.45214,1.1401,0.45214,10851.36,27362.4,27362.4,120000.0,229000.0,0.5240174672489083,,12.0,0.0,0.0,104000.0,0.3730383304873995,9.29213784683714,11.695255355062796,12.34148164933907,11.552155793461898,104000.0,0.2041153846153846,0,NM,,,
2821.0,26,31,6,33.0,1,31.0,2,2,8,1,1,150000.0,1,128000.0,1000,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,6,0,52,40.0,4.0,10.0,5.0,30.0,5.0,0.0,0.0,5.0,1,26000.0,0,999998,0,1111.0,40.0,,0.0,0.0,0,2019,48113.52,48113.52,128000.0,1.879434375,0.8533333333333334,0,0.0,0.0,,34354.32000000001,48113.52,1.3419656250000005,1.879434375,1.3419656250000005,34354.32000000001,48113.52,48113.52,128000.0,150000.0,0.8533333333333334,,4.0,30.0,5.0,26000.0,0.8509905874418477,10.444512161932057,11.759793355371237,11.918397239722838,10.165890277802454,26000.0,0.4615384615384615,0,NV,,,
2825.0,31,36,3,36.0,1,32.0,2,1,3,1,1,60000.0,1,30000.0,700,1,7.0,5,0,1.0,0,0,52,50.0,50.0,1,6.0,0,0,0,0.0,30.0,10.0,2.0,100.0,0.0,10.0,5.0,5.0,5,0.0,0,0,0,0.0,0.0,0.0,520.0,0.0,0,2019,120893.76,120893.76,30000.0,20.14896,0.5,1,0.0,0.0,,109964.4,120893.76,18.3274,20.14896,18.3274,109964.4,120893.76,120893.76,30000.0,60000.0,0.5,,30.0,100.0,0.0,0.0,2.9615237782242017,11.60792104984021,10.308985993422082,11.002116507732016,0.0,,,0,NC,150.57,7829.639999999999,8.965799522553892
2829.0,42,48,3,46.0,1,40.0,2,1,10,1,1,180000.0,1,124000.0,1400,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,3.0,0,0,52,40.0,6.0,5.0,2.0,20.0,0.0,0.0,0.0,20.0,1,72500.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,28400.840000000004,28400.840000000004,124000.0,1.1451951612903228,0.6888888888888889,0,0.0,0.0,,21992.880000000005,28400.840000000004,0.886809677419355,1.1451951612903228,0.886809677419355,21992.880000000005,28400.840000000004,28400.840000000004,124000.0,180000.0,0.6888888888888889,,6.0,20.0,0.0,72500.0,0.6348874014265583,9.998519511822533,11.728044909070784,12.100717685412471,11.19135563385109,72500.0,0.2317241379310344,0,UT,169.675,8823.1,9.085241893598045
2845.0,4,6,3,50.0,1,47.0,2,1,14,1,1,375000.0,1,180000.0,1900,1,3.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,20.0,7.0,6.0,10.0,0.0,0.0,1.0,7.0,1,95000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,38358.84,38358.84,180000.0,1.0655233333333334,0.48,0,0.0,0.0,,26369.2,38358.84,0.7324777777777778,1.0655233333333334,0.7324777777777778,26369.2,38358.84,38358.84,180000.0,375000.0,0.48,,20.0,10.0,0.0,95000.0,0.5495526253201654,10.179989863694756,12.100717685412471,12.83468397161566,11.461642696843066,95000.0,0.24,0,CA,235.6775,12255.23,9.413789658122825
2846.0,31,36,6,43.0,1,36.0,2,4,4,1,1,330000.0,1,149000.0,1500,1,3.0,5,0,1.0,0,0,52,50.0,50.0,1,6.0,0,0,0,0.0,3.0,6.0,2.0,4.0,0.0,6.0,0.0,2.0,5,0.0,0,0,0,0.0,0.0,0.0,261.0,0.0,0,2019,13338.52,13338.52,149000.0,0.4476013422818792,0.4515151515151515,1,0.0,0.0,,6026.28,13338.52,0.2022241610738255,0.4476013422818792,0.2022241610738255,6026.28,13338.52,13338.52,149000.0,330000.0,0.4515151515151515,,3.0,4.0,0.0,0.0,0.1841733088039607,8.704051110011356,11.91170829631447,12.706850963741102,0.0,,,0,NC,150.57,7829.639999999999,8.965799522553892
2850.0,37,42,2,29.0,1,28.0,2,0,0,1,1,160000.0,1,120000.0,1008,1,4.0,5,0,1.0,0,0,52,40.0,40.0,1,1.0,0,0,52,40.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,1,38000.0,0,0,0,1111.0,40.0,,0.0,0.0,0,2019,7312.24,7312.24,120000.0,0.3046766666666666,0.75,0,0.0,0.0,,1808.56,7312.24,0.0753566666666666,0.3046766666666666,0.0753566666666666,1808.56,7312.24,7312.24,120000.0,160000.0,0.75,,2.0,0.0,0.0,38000.0,0.0726523894975721,7.500839000785103,11.695255355062796,11.982935344196433,10.545367754151744,38000.0,0.3183157894736842,0,RI,264.565,13757.38,9.529403371998173
